gpsTimestamp,latitude,longitude,height,velocityNorth,velocityEast,velocityDown,speed,track,positionDOP,satellites,fix
17793688,45.5024,9.15814,-294.898,-1.419,-1.03,-2.71,1.754,219.798,9.48,5,3
17888340,45.5021,9.15781,-204.35,-1.454,-0.941,-1.691,1.732,216.084,9.48,5,3
17989676,45.502,9.15768,-168.405,-1.158,-0.547,-0.806,1.28,216.084,9.48,5,3
18087096,45.502,9.15758,-142.572,-1.14,-0.959,-1.331,1.49,216.084,9.48,5,3
18193632,45.5019,9.15749,-117.349,-1.228,-0.811,-1.738,1.472,215.007,9.48,5,3
18287976,45.5018,9.15743,-102.339,-1.384,-0.891,-1.538,1.646,213.766,9.48,5,3
18389552,45.5018,9.15737,-84.492,-1.207,-0.91,-1.646,1.512,215.358,9.48,5,3
18488040,45.5018,9.15732,-71.857,-1.34,-0.95,-1.898,1.643,215.354,9.48,5,3
18590348,45.5017,9.15727,-58.68,-1.301,-1.277,-1.577,1.823,220.901,9.48,5,3
18688376,45.5017,9.15726,-57.126,-1.357,-0.641,-1.586,1.501,216.099,9.48,5,3
18792388,45.5017,9.15725,-54.595,-1.276,-0.729,-1.382,1.469,213.358,9.48,5,3
18886344,45.5017,9.15722,-47.076,-1.621,-0.763,-1.572,1.792,208.041,9.48,5,3
18987796,45.5017,9.15718,-34.02,-1.558,-0.814,-1.203,1.758,207.805,9.48,5,3
19084356,45.5016,9.15715,-27.999,-1.534,-1.448,-1.554,2.109,217.777,9.48,5,3
19189080,45.5016,9.15715,-26.207,-1.392,-0.802,-2.025,1.606,217.777,9.48,5,3
19288344,45.5016,9.15716,-29.451,-1.638,-0.919,-2.097,1.878,214.884,9.48,5,3
19390344,45.5016,9.15716,-31.812,-1.412,-1.15,-1.984,1.821,217.252,9.48,5,3
19487640,45.5016,9.15716,-32.279,-1.462,-1.427,-2.002,2.043,221.442,9.48,5,3
19589416,45.5016,9.15717,-34.076,-1.076,-0.973,-1.248,1.451,221.684,9.48,5,3
19687568,45.5016,9.15718,-36.515,-1.269,-1.047,-1.767,1.646,220.502,9.48,5,3
19788448,45.5013,9.15665,107.358,-1.358,-1.08,-1.508,1.735,219.461,9.48,5,3
19888356,45.5012,9.15665,107.735,-1.096,-1.098,-1.203,1.551,222.172,9.48,5,3
19990352,45.5013,9.15665,106.683,-1.516,-1.104,-1.275,1.875,219.094,9.48,5,3
20086344,45.5013,9.15665,106.336,-1.366,-1.209,-1.365,1.824,220.064,9.48,5,3
20189100,45.5012,9.15665,106.339,-1.166,-1.45,-1.461,1.86,226.561,9.47,5,3
20292356,45.5012,9.15665,106.636,-0.845,-1.192,-2.187,1.462,230.538,9.47,5,3
20392356,45.5012,9.15664,107.097,-1.216,-0.762,-2.335,1.434,222.224,9.47,5,3
20487620,45.5012,9.15664,107.351,-0.586,-1.37,-2.342,1.49,236.085,9.47,5,3
20588356,45.5012,9.15664,107.716,-0.725,-1.733,-2.876,1.878,244.767,9.47,5,3
20688364,45.5012,9.15664,108.147,-0.775,-0.705,-2.959,1.047,241.494,9.47,5,3
20788372,45.5012,9.15664,108.603,-0.802,-1.117,-3.359,1.374,236.653,9.47,5,3
20887588,45.5012,9.15664,108.971,-1.024,-1.264,-3.256,1.627,233.385,9.47,5,3
20987548,45.5012,9.15663,109.164,-0.933,-1.007,-3.169,1.373,231.247,9.47,5,3
21088644,45.5012,9.15663,109.252,-0.647,-0.938,-3.112,1.14,233.059,9.47,5,3
21186356,45.5012,9.15663,109.301,-0.974,-1.299,-3.117,1.624,233.103,9.47,5,3
21286600,45.5012,9.15663,109.458,-1.144,-1.351,-3.636,1.77,231.391,9.47,5,3
21388344,45.5012,9.15663,109.758,-0.744,-1.634,-4.057,1.796,239.564,9.47,5,3
21486804,45.5012,9.15663,110.052,-0.993,-1.349,-3.888,1.675,236.477,9.47,5,3
21587172,45.5012,9.15663,110.138,-0.424,-1.054,-3.544,1.136,239.551,9.47,5,3
21685104,45.5012,9.15663,110.235,-1.194,-2.02,-3.745,2.346,239.442,9.47,5,3
21788368,45.5012,9.15663,110.311,-0.621,-1.122,-3.702,1.283,240.081,9.47,5,3
21889104,45.5012,9.15662,110.264,-0.87,-1.674,-3.703,1.887,241.359,9.47,5,3
21985980,45.5012,9.15662,110.211,-1.019,-1.479,-3.721,1.796,238.676,9.47,5,3
22087924,45.5012,9.15662,110.322,-1.063,-1.009,-3.416,1.466,231.134,9.47,5,3
22186548,45.5012,9.15662,110.246,-0.649,-2.074,-3.062,2.173,245.027,9.47,5,3
22286816,45.5012,9.15662,110.227,-0.992,-1.605,-2.926,1.887,241.967,9.47,5,3
22395320,45.5012,9.15662,110.171,-0.655,-1.35,-2.879,1.5,242.67,9.47,5,3
22488396,45.5012,9.15662,110.414,-0.947,-2.109,-3.019,2.312,245.059,9.47,5,3
22586360,45.5012,9.15662,110.916,-0.613,-1.61,-3.135,1.723,246.874,9.47,5,3
22688400,45.5012,9.15661,110.967,-0.065,-1.467,-2.784,1.468,253.374,9.47,5,3
22784420,45.5012,9.15661,110.874,0.102,-1.601,-2.524,1.604,261.607,9.47,5,3
22884652,45.5012,9.15661,111.082,-0.277,-1.316,-2.907,1.345,259.836,9.47,5,3
22986368,45.5012,9.15661,111.105,-0.38,-1.913,-2.798,1.95,259.136,9.47,5,3
23090408,45.5012,9.15661,110.982,-0.055,-1.393,-2.521,1.394,261.609,9.47,5,3
23190368,45.5012,9.15661,111.328,-0.155,-1.291,-2.467,1.3,262.322,9.47,5,3
23287304,45.5012,9.1566,111.865,0.162,-1.601,-2.904,1.609,269.979,9.47,5,3
23386788,45.5012,9.1566,111.86,0.105,-1.962,-2.637,1.965,271.85,9.47,5,3
23487060,45.5012,9.1566,111.617,0.041,-1.051,-2.206,1.052,271.85,9.47,5,3
23588408,45.5012,9.1566,111.802,0.303,-1.73,-2.473,1.756,274.651,9.47,5,3
23688412,45.5012,9.1566,111.861,0.248,-1.427,-2.295,1.448,274.651,9.47,5,3
23790380,45.5012,9.1566,111.962,0.013,-0.514,-2.329,0.515,274.651,9.47,5,3
23890360,45.5012,9.1566,112.045,-0.16,-0.693,-1.83,0.712,274.651,9.47,5,3
23988384,45.5012,9.1566,112.014,0.175,-0.999,-1.692,1.014,274.651,9.47,5,3
24088420,45.5012,9.1566,112.065,0.242,-0.361,-1.704,0.435,274.651,9.47,5,3
24188396,45.5012,9.1566,112.076,0.168,-0.181,-1.584,0.248,274.651,9.47,5,3
24288384,45.5012,9.1566,111.793,-0.308,-0.581,-1.158,0.658,274.651,9.47,5,3
24397144,45.5012,9.1566,111.551,-0.634,-0.341,-1.032,0.72,274.651,9.47,5,3
24489108,45.5012,9.1566,111.378,-0.544,-0.468,-1.157,0.718,274.651,9.47,5,3
24587120,45.5012,9.1566,111.223,-0.67,-0.761,-0.789,1.014,274.651,9.47,5,3
24687440,45.5012,9.1566,111.057,-0.381,-0.533,-0.606,0.655,274.651,9.47,5,3
24782920,45.5012,9.1566,111.001,0.37,-0.458,-0.425,0.588,274.651,9.47,5,3
24883564,45.5012,9.1566,111.001,0.34,-0.491,-0.384,0.597,274.651,9.47,5,3
24988376,45.5012,9.1566,111.055,-0.083,0.123,-0.615,0.148,274.651,9.46,5,3
25088380,45.5012,9.1566,110.973,0.267,0.398,-0.639,0.48,274.651,9.46,5,3
25189124,45.5012,9.1566,111.28,0.617,-0.485,-0.655,0.784,274.651,9.46,5,3
25287136,45.5012,9.1566,111.712,0.381,-0.345,-1.031,0.514,274.651,9.46,5,3
25387528,45.5012,9.1566,111.932,0.791,-0.329,-1.1,0.857,274.651,9.46,5,3
25487736,45.5012,9.15659,112.264,0.932,-1.117,-1.302,1.454,274.651,9.46,5,3
25583796,45.5012,9.15659,112.579,0.961,-0.388,-1.572,1.037,274.651,9.46,5,3
25687928,45.5012,9.15659,112.947,1.046,-0.371,-1.795,1.11,274.651,9.46,5,3
25788492,45.5012,9.15659,112.981,0.823,-0.731,-2.097,1.101,274.651,9.46,5,3
25888416,45.5012,9.15659,112.887,0.911,-0.763,-1.927,1.188,274.651,9.46,5,3
25992540,45.5012,9.15659,113.539,1.075,-0.732,-2.301,1.3,274.651,9.46,5,3
26088040,45.5012,9.15659,114.025,-0.243,-0.404,-2.549,0.472,274.651,9.46,5,3
26190408,45.5012,9.15659,114.192,-0.497,-0.778,-2.166,0.923,274.651,9.46,5,3
26288396,45.5012,9.15659,114.642,-0.09,-0.645,-2.306,0.651,274.651,9.46,5,3
26400388,45.5012,9.15659,114.532,-0.37,-0.428,-2.007,0.566,274.651,9.46,5,3
26488384,45.5012,9.15658,114.559,-0.51,-0.542,-1.993,0.745,274.651,9.46,5,3
26587144,45.5012,9.15658,114.879,-0.143,-0.701,-2.077,0.716,274.651,9.46,5,3
26688076,45.5012,9.15658,114.799,0.026,-0.45,-1.927,0.451,274.651,9.46,5,3
26788016,45.5012,9.15658,114.662,0.194,-0.287,-1.64,0.346,274.651,9.46,5,3
26882676,45.5012,9.15658,114.665,-0.253,-0.522,-1.63,0.58,274.651,9.46,5,3
26984408,45.5012,9.15658,114.403,-0.033,-0.41,-1.508,0.411,274.651,9.46,5,3
27087136,45.5012,9.15658,114.625,0.034,-0.296,-1.57,0.298,274.651,9.46,5,3
27187640,45.5012,9.15658,114.818,0.673,-0.496,-1.549,0.837,274.651,9.46,5,3
27286580,45.5012,9.15658,114.848,0.198,-0.474,-1.461,0.514,274.651,9.46,5,3
27386040,45.5012,9.15658,115.068,-0.003,-0.323,-1.652,0.323,274.651,9.46,5,3
27484424,45.5012,9.15658,115.153,0.016,-0.17,-1.679,0.171,274.651,9.46,5,3
27587144,45.5012,9.15658,115.47,0.216,-0.131,-1.695,0.252,274.651,9.46,5,3
27690396,45.5012,9.15658,115.223,0.134,0.047,-1.256,0.142,274.651,9.46,5,3
27795144,45.5012,9.15653,128.51,0.363,0.532,0.048,0.644,274.651,5.4,6,3
27891988,45.5012,9.1565,136.721,0.019,1.003,-0.921,1.004,274.651,5.4,6,3
27990756,45.5012,9.15648,141.411,-0.006,0.799,-1.252,0.799,274.651,5.4,6,3
28092944,45.5012,9.15647,144.575,0.032,0.727,-0.926,0.727,274.651,5.4,6,3
28188064,45.5012,9.15647,146.052,-0.605,1.623,-0.975,1.732,191.118,5.4,6,3
28292004,45.5012,9.15647,146.372,-0.609,1.355,-0.849,1.486,148.026,5.4,6,3
28395768,45.5012,9.15647,146.678,-0.076,0.722,-0.724,0.725,148.026,5.4,6,3
28488444,45.5012,9.15647,146.836,-0.575,-0.06,-0.82,0.578,148.026,5.4,6,3
28588428,45.5012,9.15647,146.871,-0.361,0.366,-1.002,0.514,148.026,5.4,6,3
28689484,45.5012,9.15647,146.788,-0.116,0.755,-1.217,0.764,148.026,5.4,6,3
28789632,45.5012,9.15647,146.6,-0.337,0.516,-0.966,0.616,148.026,5.4,6,3
28890404,45.5012,9.15647,146.583,-0.263,0.257,-0.941,0.368,148.026,5.4,6,3
28993704,45.5012,9.15647,146.65,-0.5,0.096,-0.767,0.509,148.026,5.4,6,3
29090400,45.5012,9.15647,146.823,-0.165,0.079,-0.787,0.183,148.026,5.4,6,3
29191148,45.5012,9.15646,147.621,-0.049,0.071,-1.024,0.087,148.026,5.4,6,3
29292936,45.5012,9.15646,148.268,-0.096,0.105,-0.828,0.142,148.026,5.4,6,3
29389448,45.5012,9.15646,149.005,-0.151,0.281,-0.736,0.319,148.026,5.4,6,3
29488436,45.5012,9.15645,149.652,-0.395,0.237,-0.676,0.46,148.026,5.4,6,3
29590396,45.5012,9.15645,150.271,-0.106,0.124,-0.636,0.163,148.026,5.4,6,3
29693812,45.5012,9.15645,150.563,-0.192,0.191,-0.646,0.271,148.026,5.4,6,3
29789872,45.5012,9.15645,150.597,0.014,0.424,-0.555,0.424,148.026,5.4,6,3
29890772,45.5012,9.15645,150.553,0.168,0.406,-0.63,0.44,148.026,5.4,6,3
