timestamp,logNumber,tooLargeSamples,droppedSamples,queuedSamples,buffersFilled,buffersWritten,writesFailed,lastWriteError,averageWriteTime,maxWriteTime
67253856,5,0,0,41181,67,67,0,0,73,109
68253844,5,0,0,41806,68,68,0,0,76,109
69253868,5,0,0,42431,69,69,0,0,72,109
70253856,5,0,0,43056,70,70,0,0,68,109
71253944,5,0,0,43681,71,71,0,0,67,109
72253880,5,0,0,44306,72,72,0,0,74,109
73253872,5,0,0,44931,73,73,0,0,117,117
74253892,5,0,0,45556,74,74,0,0,84,117
75253888,5,0,0,46181,75,75,0,0,82,117
76253908,5,0,0,46806,76,76,0,0,80,117
77253896,5,0,0,47431,77,77,0,0,81,117
78253904,5,0,0,48056,78,78,0,0,81,117
79253912,5,0,0,48681,79,79,0,0,82,117
80253916,5,0,0,49306,80,80,0,0,82,117
81254016,5,0,0,49931,81,81,0,0,82,117
82253928,5,0,0,50556,82,82,0,0,84,117
83253956,5,0,0,51181,83,83,0,0,82,117
84253940,5,0,0,51806,84,84,0,0,90,117
85253964,5,0,0,52431,85,85,0,0,83,117
86253952,5,0,0,53056,86,86,0,0,85,117
87253988,5,0,0,53681,87,87,0,0,89,117
88253964,5,0,0,54306,88,88,0,0,83,117
89253968,5,0,0,54931,89,89,0,0,82,117
90253992,5,0,0,55556,90,90,0,0,80,117
91254192,5,0,0,56181,92,91,0,0,79,117
92254016,5,0,0,56806,93,92,0,0,78,117
93254008,5,0,0,57431,94,93,0,0,76,117
94254196,5,0,0,58056,95,94,0,0,74,117
95254004,5,0,0,58681,96,96,0,0,75,117
96254024,5,0,0,59306,97,97,0,0,74,117
97254032,5,0,0,59931,98,98,0,0,70,117
98254024,5,0,0,60556,99,99,0,0,77,117
99254044,5,0,0,61181,100,100,0,0,72,117
100254036,5,0,0,61806,101,101,0,0,67,117
101254136,5,0,0,62431,102,102,0,0,73,117
102254048,5,0,0,63056,103,103,0,0,75,117
103254076,5,0,0,63681,104,104,0,0,77,117
104254060,5,0,0,64306,105,105,0,0,78,117
105254080,5,0,0,64931,106,106,0,0,78,117
106254092,5,0,0,65556,107,107,0,0,76,117
107254076,5,0,0,66181,108,108,0,0,76,117
108254084,5,0,0,66806,109,109,0,0,78,117
109254104,5,0,0,67431,110,110,0,0,102,117
110254108,5,0,0,68056,111,111,0,0,77,117
111254184,5,0,0,68681,112,112,0,0,81,117
112254104,5,0,0,69306,113,113,0,0,84,117
113254124,5,0,0,69931,114,114,0,0,84,117
114254120,5,0,0,70556,115,115,0,0,84,117
115254148,5,0,0,71181,116,116,0,0,79,117
116254128,5,0,0,71806,117,117,0,0,82,117
117254148,5,0,0,72431,118,118,0,0,82,117
118254140,5,0,0,73056,119,119,0,0,81,117
119254148,5,0,0,73681,120,120,0,0,86,117
120254168,5,0,0,74306,121,121,0,0,84,117
121254240,5,0,0,74931,122,122,0,0,87,117
122254164,5,0,0,75556,123,123,0,0,89,117
123254172,5,0,0,76181,124,124,0,0,83,117
124254192,5,0,0,76806,125,125,0,0,84,117
125254372,5,0,0,77431,126,126,0,0,87,117
126254188,5,0,0,78056,127,127,0,0,82,117
127254212,5,0,0,78681,128,128,0,0,77,117
128254200,5,0,0,79306,129,129,0,0,77,117
129254228,5,0,0,79931,130,130,0,0,79,117
130254232,5,0,0,80556,131,131,0,0,76,117
131254316,5,0,0,81181,132,132,0,0,76,117
132254224,5,0,0,81806,133,133,0,0,76,117
133254232,5,0,0,82431,134,134,0,0,77,117
134254256,5,0,0,83056,136,135,0,0,75,117
135254336,5,0,0,83681,137,136,0,0,71,117
136254280,5,0,0,84306,138,137,0,0,104,117
137254256,5,0,0,84931,139,138,0,0,78,117
138254276,5,0,0,85556,140,140,0,0,73,117
139254268,5,0,0,86181,141,141,0,0,77,117
140254288,5,0,0,86806,142,142,0,0,80,117
141254360,5,0,0,87431,143,143,0,0,79,117
142254284,5,0,0,88056,144,144,0,0,80,117
143254308,5,0,0,88681,145,145,0,0,84,117
144254296,5,0,0,89306,146,146,0,0,80,117
145254328,5,0,0,89931,147,147,0,0,82,117
146254308,5,0,0,90556,148,148,0,0,80,117
147254312,5,0,0,91181,149,149,0,0,82,117
148254320,5,0,0,91806,150,150,0,0,86,117
149254340,5,0,0,92431,151,151,0,0,84,117
150254352,5,0,0,93056,152,152,0,0,83,117
151254420,5,0,0,93681,153,153,0,0,87,117
152254356,5,0,0,94306,154,154,0,0,84,117
153254352,5,0,0,94931,155,155,0,0,88,117
154254368,5,0,0,95556,156,156,0,0,83,117
155254388,5,0,0,96181,157,157,0,0,87,117
156254540,5,0,0,96806,158,158,0,0,87,117
157254376,5,0,0,97431,159,159,0,0,84,117
158254380,5,0,0,98056,160,160,0,0,85,117
159254400,5,0,0,98681,161,161,0,0,86,117
160254404,5,0,0,99306,162,162,0,0,83,117
161254488,5,0,0,99931,163,163,0,0,79,117
162254404,5,0,0,100556,164,164,0,0,74,117
163254412,5,0,0,101181,165,165,0,0,77,117
164254416,5,0,0,101806,166,166,0,0,77,117
165254440,5,0,0,102431,167,167,0,0,75,117
166254428,5,0,0,103056,168,168,0,0,73,117
167254432,5,0,0,103681,169,169,0,0,74,117
168254464,5,0,0,104306,170,170,0,0,73,117
169254460,5,0,0,104931,171,171,0,0,74,117
170254476,5,0,0,105556,172,172,0,0,75,117
171254536,5,0,0,106181,173,173,0,0,73,117
172254476,5,0,0,106806,174,174,0,0,78,117
173254468,5,0,0,107431,175,175,0,0,75,117
174254500,5,0,0,108056,176,176,0,0,75,117
175254500,5,0,0,108681,177,177,0,0,76,117
176254488,5,0,0,109306,178,178,0,0,79,117
177254508,5,0,0,109931,180,179,0,0,78,117
178254536,5,0,0,110556,181,180,0,0,78,117
179254532,5,0,0,111181,182,181,0,0,81,117
180254524,5,0,0,111806,183,182,0,0,83,117
181254612,5,0,0,112431,184,184,0,0,83,117
182254524,5,0,0,113056,185,185,0,0,80,117
183254528,5,0,0,113681,186,186,0,0,82,117
184254548,5,0,0,114306,187,187,0,0,82,117
185254568,5,0,0,114931,188,188,0,0,85,117
186254548,5,0,0,115556,189,189,0,0,87,117
187254724,5,0,0,116181,190,190,0,0,85,117
188254560,5,0,0,116806,191,191,0,0,84,117
189254564,5,0,0,117431,192,192,0,0,81,117
190254596,5,0,0,118056,193,193,0,0,85,117
191254660,5,0,0,118681,194,194,0,0,83,117
192254584,5,0,0,119306,195,195,0,0,83,117
193254588,5,0,0,119931,196,196,0,0,83,117
194254608,5,0,0,120556,197,197,0,0,83,117
195254620,5,0,0,121181,198,198,0,0,88,117
196254608,5,0,0,121806,199,199,0,0,84,117
197254624,5,0,0,122431,200,200,0,0,81,117
198254620,5,0,0,123056,201,201,0,0,82,117
199254640,5,0,0,123681,202,202,0,0,105,117
200254656,5,0,0,124306,203,203,0,0,72,117
201254716,5,0,0,124931,204,204,0,0,72,117
202254644,5,0,0,125556,205,205,0,0,77,117
203254648,5,0,0,126181,206,206,0,0,74,117
204254668,5,0,0,126806,207,207,0,0,69,117
205254676,5,0,0,127431,208,208,0,0,79,117
206254668,5,0,0,128056,209,209,0,0,73,117
207254672,5,0,0,128681,210,210,0,0,72,117
208254680,5,0,0,129306,211,211,0,0,71,117
209254696,5,0,0,129931,212,212,0,0,77,117
210254716,5,0,0,130556,213,213,0,0,77,117
211254768,5,0,0,131181,214,214,0,0,77,117
212254700,5,0,0,131806,215,215,0,0,90,117
213254720,5,0,0,132431,216,216,0,0,81,117
214254728,5,0,0,133056,217,217,0,0,85,117
215254740,5,0,0,133681,218,218,0,0,83,117
216254728,5,0,0,134306,219,219,0,0,89,117
217254752,5,0,0,134931,220,220,0,0,86,117
218254904,5,0,0,135556,221,221,0,0,88,117
219254756,5,0,0,136181,222,222,0,0,85,117
220254780,5,0,0,136806,223,223,0,0,85,117
221254948,5,0,0,137431,225,224,0,0,80,117
222254840,5,0,0,138056,226,225,0,0,82,117
223254796,5,0,0,138681,227,226,0,0,80,117
224254788,5,0,0,139306,228,228,0,0,77,117
225254780,5,0,0,139931,229,229,0,0,77,117
226254784,5,0,0,140556,230,230,0,0,76,117
227254792,5,0,0,141181,231,231,0,0,70,117
228254796,5,0,0,141806,232,232,0,0,76,117
229254816,5,0,0,142431,233,233,0,0,74,117
230254808,5,0,0,143056,234,234,0,0,70,117
231254896,5,0,0,143681,235,235,0,0,76,117
232254820,5,0,0,144306,236,236,0,0,75,117
233254840,5,0,0,144931,237,237,0,0,75,117
234254848,5,0,0,145556,238,238,0,0,75,117
235254856,5,0,0,146181,239,239,0,0,75,117
236254844,5,0,0,146806,240,240,0,0,77,117
237254864,5,0,0,147431,241,241,0,0,80,117
238254868,5,0,0,148056,242,242,0,0,80,117
239254888,5,0,0,148681,243,243,0,0,80,117
240254868,5,0,0,149306,244,244,0,0,85,117
241254952,5,0,0,149931,245,245,0,0,78,117
242254880,5,0,0,150556,246,246,0,0,81,117
243254884,5,0,0,151181,247,247,0,0,83,117
244254908,5,0,0,151806,248,248,0,0,81,117
245254896,5,0,0,152431,249,249,0,0,81,117
246254920,5,0,0,153056,250,250,0,0,84,117
247254912,5,0,0,153681,251,251,0,0,81,117
248254932,5,0,0,154306,252,252,0,0,80,117
249255084,5,0,0,154931,253,253,0,0,78,117
250254948,5,0,0,155556,254,254,0,0,82,117
251255004,5,0,0,156181,255,255,0,0,85,117
252254940,5,0,0,156806,256,256,0,0,86,117
253254972,5,0,0,157431,257,257,0,0,85,117
254254972,5,0,0,158056,258,258,0,0,86,117
255254972,5,0,0,158681,259,259,0,0,84,117
256254964,5,0,0,159306,260,260,0,0,88,117
257254988,5,0,0,159931,261,261,0,0,80,117
258254976,5,0,0,160556,262,262,0,0,78,117
259254996,5,0,0,161181,263,263,0,0,81,117
260255012,5,0,0,161806,264,264,0,0,83,117
261255076,5,0,0,162431,265,265,0,0,82,117
262255020,5,0,0,163056,266,266,0,0,101,117
263255020,5,0,0,163681,267,267,0,0,72,117
264255080,5,0,0,164306,269,268,0,0,75,117
265255016,5,0,0,164931,270,269,0,0,74,117
266255040,5,0,0,165556,271,270,0,0,74,117
267255028,5,0,0,166181,272,272,0,0,77,117
268255048,5,0,0,166806,273,273,0,0,80,117
269255056,5,0,0,167431,274,274,0,0,76,117
270255048,5,0,0,168056,275,275,0,0,82,117
271255136,5,0,0,168681,276,276,0,0,79,117
272255060,5,0,0,169306,277,277,0,0,84,117
273255092,5,0,0,169931,278,278,0,0,74,117
274255072,5,0,0,170556,279,279,0,0,79,117
275255092,5,0,0,171181,280,280,0,0,76,117
276255084,5,0,0,171806,281,281,0,0,73,117
277255104,5,0,0,172431,282,282,0,0,84,117
278255116,5,0,0,173056,283,283,0,0,83,117
279255128,5,0,0,173681,284,284,0,0,78,117
280255260,5,0,0,174306,285,285,0,0,79,117
281255180,5,0,0,174931,286,286,0,0,85,117
282255132,5,0,0,175556,287,287,0,0,83,117
283255124,5,0,0,176181,288,288,0,0,85,117
284255144,5,0,0,176806,289,289,0,0,84,117
285255136,5,0,0,177431,290,290,0,0,81,117
286255156,5,0,0,178056,291,291,0,0,85,117
287255148,5,0,0,178681,292,292,0,0,83,117
288255176,5,0,0,179306,293,293,0,0,84,117
289255176,5,0,0,179931,294,294,0,0,82,117
290255168,5,0,0,180556,295,295,0,0,86,117
291255268,5,0,0,181181,296,296,0,0,83,117
292255176,5,0,0,181806,297,297,0,0,84,117
293255212,5,0,0,182431,298,298,0,0,84,117
294255188,5,0,0,183056,299,299,0,0,86,117
295255220,5,0,0,183681,300,300,0,0,87,117
296255200,5,0,0,184306,301,301,0,0,82,117
297255208,5,0,0,184931,302,302,0,0,80,117
298255240,5,0,0,185556,303,303,0,0,79,117
299255220,5,0,0,186181,304,304,0,0,75,117
300255240,5,0,0,186806,305,305,0,0,71,117
301255312,5,0,0,187431,306,306,0,0,75,117
302255252,5,0,0,188056,307,307,0,0,76,117
303255244,5,0,0,188681,308,308,0,0,76,117
304255264,5,0,0,189306,309,309,0,0,76,117
305255256,5,0,0,189931,310,310,0,0,74,117
306255260,5,0,0,190556,311,311,0,0,78,117
307255324,5,0,0,191181,313,312,0,0,78,117
308255288,5,0,0,191806,314,313,0,0,72,117
309255312,5,0,0,192431,315,314,0,0,79,117
310255284,5,0,0,193056,316,316,0,0,78,117
311255548,5,0,0,193681,317,317,0,0,75,117
312255296,5,0,0,194306,318,318,0,0,80,117
313255316,5,0,0,194931,319,319,0,0,81,117
314255308,5,0,0,195556,320,320,0,0,82,117
315255316,5,0,0,196181,321,321,0,0,80,117
316255320,5,0,0,196806,322,322,0,0,83,117
317255328,5,0,0,197431,323,323,0,0,81,117
318255348,5,0,0,198057,324,324,0,0,84,117
319255356,5,0,0,198683,325,325,0,0,82,117
320255344,5,0,0,199309,326,326,0,0,86,117
321255432,5,0,0,199935,327,327,0,0,86,117
322255356,5,0,0,200561,328,328,0,0,83,117
323255376,5,0,0,201187,329,329,0,0,83,117
324255368,5,0,0,201813,330,330,0,0,85,117
325255376,5,0,0,202439,331,331,0,0,114,117
326255380,5,0,0,203065,332,332,0,0,83,117
327255400,5,0,0,203691,333,333,0,0,84,117
328255392,5,0,0,204317,334,334,0,0,82,117
329255420,5,0,0,204943,335,335,0,0,79,117
330255420,5,0,0,205569,336,336,0,0,84,117
331255508,5,0,0,206195,337,337,0,0,81,117
332255432,5,0,0,206821,338,338,0,0,78,117
333255436,5,0,0,207447,339,339,0,0,78,117
334255452,5,0,0,208073,340,340,0,0,74,117
335255432,5,0,0,208699,341,341,0,0,79,117
336255460,5,0,0,209325,342,342,0,0,70,117
337255472,5,0,0,209951,343,343,0,0,75,117
338255452,5,0,0,210577,344,344,0,0,77,117
339255456,5,0,0,211203,345,345,0,0,73,117
340255480,5,0,0,211829,346,346,0,0,72,117
341255552,5,0,0,212455,347,347,0,0,74,117
342255632,5,0,0,213081,348,348,0,0,75,117
343255500,5,0,0,213707,349,349,0,0,81,117
344255500,5,0,0,214333,350,350,0,0,75,117
345255492,5,0,0,214959,351,351,0,0,70,117
346255512,5,0,0,215585,352,352,0,0,72,117
347255520,5,0,0,216211,353,353,0,0,77,117
348255536,5,0,0,216837,354,354,0,0,75,117
349255516,5,0,0,217463,355,355,0,0,80,117
350255616,5,0,0,218089,357,356,0,0,78,117
351255896,5,0,0,218715,358,357,0,0,81,117
352256280,5,0,0,219342,359,358,0,0,83,117
353256308,5,0,0,219968,360,360,0,0,81,117
354256288,5,0,0,220594,361,361,0,0,82,117
355256292,5,0,0,221220,362,362,0,0,81,117
356256316,5,0,0,221846,363,363,0,0,82,117
357256328,5,0,0,222472,364,364,0,0,82,117
358256312,5,0,0,223098,365,365,0,0,84,117
359256316,5,0,0,223724,366,366,0,0,84,117
360256344,5,0,0,224350,367,367,0,0,82,117
361256348,5,0,0,224976,368,368,0,0,86,117
362256352,5,0,0,225602,369,369,0,0,85,117
363256360,5,0,0,226228,370,370,0,0,88,117
364256364,5,0,0,226854,371,371,0,0,89,117
365256352,5,0,0,227480,372,372,0,0,90,117
366256360,5,0,0,228106,373,373,0,0,86,117
367256380,5,0,0,228732,374,374,0,0,85,117
368256372,5,0,0,229358,375,375,0,0,85,117
369256380,5,0,0,229984,376,376,0,0,84,117
370256400,5,0,0,230610,377,377,0,0,76,117
371256404,5,0,0,231236,378,378,0,0,78,117
372256396,5,0,0,231862,379,379,0,0,72,117
373256416,5,0,0,232488,380,380,0,0,74,117
374256424,5,0,0,233114,381,381,0,0,77,117
375256412,5,0,0,233740,382,382,0,0,76,117
376256432,5,0,0,234366,383,383,0,0,74,117
377256444,5,0,0,234992,384,384,0,0,74,117
378256432,5,0,0,235618,385,385,0,0,72,117
379256436,5,0,0,236244,386,386,0,0,71,117
380256444,5,0,0,236870,387,387,0,0,71,117
381256464,5,0,0,237496,388,388,0,0,77,117
382256472,5,0,0,238122,389,389,0,0,74,117
383256476,5,0,0,238748,390,390,0,0,78,117
384256468,5,0,0,239374,391,391,0,0,79,117
385256492,5,0,0,240000,392,392,0,0,78,117
386256496,5,0,0,240626,393,393,0,0,81,117
387256484,5,0,0,241252,394,394,0,0,78,117
388256492,5,0,0,241878,395,395,0,0,103,117
389256500,5,0,0,242504,396,396,0,0,83,117
390256528,5,0,0,243130,397,397,0,0,84,117
391256508,5,0,0,243756,398,398,0,0,85,117
392256532,5,0,0,244382,399,399,0,0,86,117
393256536,5,0,0,245008,401,400,0,0,82,117
394256568,5,0,0,245634,402,401,0,0,86,117
395256560,5,0,0,246260,403,402,0,0,72,117
396256540,5,0,0,246886,404,404,0,0,78,117
397256544,5,0,0,247512,405,405,0,0,76,117
398256568,5,0,0,248138,406,406,0,0,71,117
399256576,5,0,0,248764,407,407,0,0,78,117
400256580,5,0,0,249390,408,408,0,0,76,117
401256568,5,0,0,250016,409,409,0,0,77,117
402256592,5,0,0,250642,410,410,0,0,75,117
403256580,5,0,0,251268,411,411,0,0,80,117
404256588,5,0,0,251897,412,412,0,0,78,117
405256592,5,0,0,252533,413,413,0,0,76,117
406256616,5,0,0,253169,414,414,0,0,81,117
407256636,5,0,0,253805,415,415,0,0,82,117
408256612,5,0,0,254441,416,416,0,0,80,117
409256636,5,0,0,255077,417,417,0,0,79,117
410256640,5,0,0,255713,418,418,0,0,78,117
411256644,5,0,0,256349,419,419,0,0,80,117
412256636,5,0,0,256985,420,420,0,0,83,117
413256656,5,0,0,257621,421,421,0,0,79,117
414256644,5,0,0,258257,422,422,0,0,79,117
415256652,5,0,0,258893,423,423,0,0,76,117
416256676,5,0,0,259529,424,424,0,0,77,117
417256680,5,0,0,260165,425,425,0,0,73,117
418256696,5,0,0,260801,426,426,0,0,78,117
419256676,5,0,0,261437,427,427,0,0,82,117
420256704,5,0,0,262073,428,428,0,0,82,117
421256688,5,0,0,262709,429,429,0,0,84,117
422256696,5,0,0,263345,430,430,0,0,86,117
423256724,5,0,0,263981,431,431,0,0,84,117
424256708,5,0,0,264617,432,432,0,0,88,117
425256716,5,0,0,265253,433,433,0,0,85,117
426256724,5,0,0,265889,435,434,0,0,88,117
427256824,5,0,0,266525,436,435,0,0,91,117
428256736,5,0,0,267161,437,436,0,0,92,117
429256740,5,0,0,267797,438,438,0,0,84,117
430256772,5,0,0,268433,439,439,0,0,80,117
431256768,5,0,0,269069,440,440,0,0,78,117
432256776,5,0,0,269705,441,441,0,0,75,117
433256776,5,0,0,270341,442,442,0,0,77,117
434256784,5,0,0,270977,443,443,0,0,74,117
435256772,5,0,0,271613,444,444,0,0,77,117
436256780,5,0,0,272249,445,445,0,0,74,117
437256804,5,0,0,272885,446,446,0,0,77,117
438256796,5,0,0,273521,447,447,0,0,74,117
439256800,5,0,0,274157,448,448,0,0,76,117
440256820,5,0,0,274793,449,449,0,0,73,117
441256832,5,0,0,275429,450,450,0,0,76,117
442256816,5,0,0,276065,451,451,0,0,78,117
443256836,5,0,0,276701,452,452,0,0,73,117
444256844,5,0,0,277337,453,453,0,0,81,117
445256836,5,0,0,277973,454,454,0,0,73,117
446256856,5,0,0,278609,455,455,0,0,81,117
447256864,5,0,0,279245,456,456,0,0,78,117
448256868,5,0,0,279881,457,457,0,0,82,117
449256856,5,0,0,280517,458,458,0,0,78,117
450256864,5,0,0,281153,459,459,0,0,82,117
451256892,5,0,0,281789,460,460,0,0,110,117
452256876,5,0,0,282425,461,461,0,0,86,117
453256904,5,0,0,283061,462,462,0,0,90,117
454256900,5,0,0,283697,463,463,0,0,86,117
455256892,5,0,0,284333,464,464,0,0,84,117
456257012,5,0,0,284969,466,465,0,0,82,117
457256924,5,0,0,285605,467,466,0,0,85,117
458256944,5,0,0,286241,468,467,0,0,85,117
459256932,5,0,0,286877,469,469,0,0,80,117
460256924,5,0,0,287513,470,470,0,0,86,117
461256948,5,0,0,288149,471,471,0,0,78,117
462256936,5,0,0,288785,472,472,0,0,78,117
463256960,5,0,0,289421,473,473,0,0,77,117
464256968,5,0,0,290057,474,474,0,0,82,117
465256968,5,0,0,290693,475,475,0,0,75,117
466256956,5,0,0,291329,476,476,0,0,75,117
467256964,5,0,0,291965,477,477,0,0,75,117
468256988,5,0,0,292601,478,478,0,0,77,117
469256980,5,0,0,293237,479,479,0,0,74,117
470257008,5,0,0,293873,480,480,0,0,76,117
471257004,5,0,0,294509,481,481,0,0,76,117
472257012,5,0,0,295145,482,482,0,0,73,117
473257000,5,0,0,295781,483,483,0,0,73,117
474257020,5,0,0,296417,484,484,0,0,76,117
475257012,5,0,0,297053,485,485,0,0,79,117
476257016,5,0,0,297689,486,486,0,0,78,117
477257040,5,0,0,298325,487,487,0,0,76,117
478257044,5,0,0,298961,488,488,0,0,79,117
479257036,5,0,0,299597,489,489,0,0,78,117
480257040,5,0,0,300233,490,490,0,0,78,117
481257064,5,0,0,300869,491,491,0,0,77,117
482257052,5,0,0,301505,492,492,0,0,83,117
483257060,5,0,0,302141,493,493,0,0,77,117
484257080,5,0,0,302777,494,494,0,0,74,117
485257072,5,0,0,303413,495,495,0,0,77,117
486257116,5,0,0,304049,497,496,0,0,79,117
487257096,5,0,0,304685,498,497,0,0,86,117
488257096,5,0,0,305321,499,499,0,0,82,117
489257096,5,0,0,305957,500,500,0,0,84,117
490257100,5,0,0,306593,501,501,0,0,82,117
491257104,5,0,0,307229,502,502,0,0,83,117
492257116,5,0,0,307865,503,503,0,0,83,117
493257132,5,0,0,308501,504,504,0,0,82,117
494257148,5,0,0,309137,505,505,0,0,91,117
495257144,5,0,0,309773,506,506,0,0,84,117
496257132,5,0,0,310409,507,507,0,0,84,117
497257144,5,0,0,311045,508,508,0,0,85,117
498257164,5,0,0,311681,509,509,0,0,88,117
499257168,5,0,0,312317,510,510,0,0,83,117
500257160,5,0,0,312953,511,511,0,0,88,117
501257184,5,0,0,313589,512,512,0,0,90,117
502257184,5,0,0,314225,513,513,0,0,83,117
503257176,5,0,0,314861,514,514,0,0,84,117
504257200,5,0,0,315497,515,515,0,0,82,117
505257192,5,0,0,316133,516,516,0,0,80,117
506257200,5,0,0,316769,517,517,0,0,80,117
507257220,5,0,0,317405,518,518,0,0,76,117
508257228,5,0,0,318041,519,519,0,0,78,117
509257216,5,0,0,318677,520,520,0,0,75,117
510257236,5,0,0,319313,521,521,0,0,77,117
511257240,5,0,0,319949,522,522,0,0,70,117
512257248,5,0,0,320585,523,523,0,0,73,117
513257244,5,0,0,321221,524,524,0,0,108,117
514257272,5,0,0,321857,525,525,0,0,79,117
515257248,5,0,0,322493,526,526,0,0,81,117
516257276,5,0,0,323129,528,527,0,0,83,117
517257316,5,0,0,323765,529,528,0,0,85,117
518257296,5,0,0,324401,530,530,0,0,80,117
519257272,5,0,0,325037,531,531,0,0,84,117
520257284,5,0,0,325673,532,532,0,0,81,117
521257308,5,0,0,326309,533,533,0,0,86,117
522257292,5,0,0,326945,534,534,0,0,81,117
523257324,5,0,0,327581,535,535,0,0,83,117
524257320,5,0,0,328217,536,536,0,0,83,117
525257332,5,0,0,328853,537,537,0,0,80,117
526257320,5,0,0,329489,538,538,0,0,84,117
527257340,5,0,0,330125,539,539,0,0,85,117
528257348,5,0,0,330761,540,540,0,0,87,117
529257332,5,0,0,331397,541,541,0,0,81,117
530257336,5,0,0,332033,542,542,0,0,85,117
531257368,5,0,0,332669,543,543,0,0,81,117
532257356,5,0,0,333305,544,544,0,0,88,117
533257372,5,0,0,333941,545,545,0,0,84,117
534257384,5,0,0,334577,546,546,0,0,77,117
535019732,5,0,0,335060,547,547,0,0,80,117
