temperatureTimestamp,temperature,pressureTimestamp,pressure,humid_timestamp,humidity
520879252,32.73,520879252,100347,520879256,0
520899420,32.73,520899420,100347,520899424,0
520919252,32.73,520919252,100347,520919256,0
520939252,32.73,520939252,100347,520939256,0
520959312,32.73,520959312,100347,520959320,0
520979256,32.73,520979256,100347,520979260,0
520999260,32.73,520999260,100347,520999264,0
521019252,32.73,521019252,100347,521019256,0
521039252,32.73,521039252,100346,521039256,0
521059316,32.73,521059316,100346,521059320,0
521079252,32.73,521079252,100347,521079256,0
521099260,32.73,521099260,100346,521099268,0
521119252,32.73,521119252,100346,521119260,0
521139252,32.73,521139252,100347,521139256,0
521159324,32.73,521159324,100346,521159328,0
521179252,32.73,521179252,100346,521179260,0
521199252,32.73,521199252,100346,521199260,0
521219256,32.73,521219256,100346,521219260,0
521239252,32.73,521239252,100346,521239260,0
521259320,32.73,521259320,100346,521259324,0
521279256,32.74,521279256,100346,521279260,0
521299256,32.74,521299256,100347,521299260,0
521319256,32.74,521319256,100347,521319260,0
521339260,32.74,521339260,100347,521339268,0
521359316,32.73,521359316,100347,521359320,0
521379256,32.74,521379256,100347,521379260,0
521399256,32.74,521399256,100347,521399260,0
521419256,32.74,521419256,100347,521419260,0
521439256,32.74,521439256,100347,521439260,0
521459316,32.74,521459316,100347,521459320,0
521479256,32.74,521479256,100347,521479260,0
521499256,32.74,521499256,100347,521499260,0
521519424,32.74,521519424,100347,521519428,0
521539256,32.74,521539256,100347,521539260,0
521559316,32.74,521559316,100346,521559320,0
521579256,32.74,521579256,100346,521579260,0
521599260,32.74,521599260,100346,521599264,0
521619256,32.74,521619256,100346,521619260,0
521639256,32.74,521639256,100346,521639260,0
521659320,32.74,521659320,100346,521659324,0
521679256,32.74,521679256,100346,521679260,0
521699268,32.74,521699268,100346,521699276,0
521719256,32.74,521719256,100347,521719260,0
521739256,32.74,521739256,100347,521739264,0
521759320,32.74,521759320,100347,521759324,0
521779256,32.74,521779256,100347,521779260,0
521799256,32.74,521799256,100347,521799260,0
521819256,32.74,521819256,100347,521819264,0
521839256,32.74,521839256,100347,521839260,0
521859320,32.74,521859320,100347,521859324,0
521879260,32.74,521879260,100347,521879264,0
521899260,32.74,521899260,100347,521899264,0
521919256,32.74,521919260,100347,521919264,0
521939260,32.74,521939260,100347,521939268,0
521959320,32.74,521959320,100347,521959324,0
521979260,32.74,521979260,100347,521979264,0
521999260,32.74,521999260,100347,521999264,0
522019256,32.74,522019256,100347,522019264,0
522039260,32.74,522039260,100347,522039264,0
522059320,32.74,522059320,100347,522059324,0
522079260,32.74,522079260,100347,522079264,0
522099260,32.74,522099260,100348,522099264,0
522119260,32.74,522119260,100348,522119264,0
522139420,32.74,522139420,100347,522139424,0
522159320,32.74,522159320,100347,522159324,0
522179260,32.74,522179260,100347,522179264,0
522199260,32.74,522199260,100347,522199264,0
522219260,32.74,522219260,100347,522219264,0
522239260,32.74,522239260,100347,522239264,0
522259320,32.74,522259320,100347,522259324,0
522279260,32.74,522279260,100347,522279264,0
522299260,32.74,522299260,100347,522299264,0
522319260,32.73,522319260,100347,522319264,0
522339260,32.73,522339260,100347,522339264,0
522359328,32.73,522359328,100347,522359336,0
522379260,32.73,522379260,100347,522379264,0
522399264,32.73,522399264,100347,522399268,0
522419260,32.73,522419260,100347,522419264,0
522439260,32.73,522439260,100347,522439268,0
522459324,32.73,522459324,100347,522459328,0
522479260,32.73,522479260,100347,522479264,0
522499268,32.73,522499268,100347,522499272,0
522519260,32.73,522519260,100347,522519268,0
522539260,32.73,522539260,100347,522539268,0
522559324,32.73,522559324,100347,522559328,0
522579264,32.73,522579264,100347,522579268,0
522599264,32.73,522599264,100347,522599268,0
522619264,32.73,522619264,100347,522619268,0
522639264,32.73,522639264,100347,522639268,0
522659324,32.73,522659324,100347,522659328,0
522679264,32.73,522679264,100347,522679268,0
522699264,32.73,522699264,100347,522699268,0
522719272,32.73,522719272,100347,522719276,0
522739268,32.73,522739268,100347,522739272,0
522759480,32.73,522759480,100347,522759488,0
522779264,32.73,522779264,100347,522779268,0
522799264,32.73,522799264,100347,522799268,0
522819272,32.73,522819272,100347,522819276,0
522839264,32.73,522839264,100348,522839268,0
522859336,32.72,522859336,100347,522859340,0
522879272,32.72,522879272,100347,522879280,0
522899268,32.72,522899268,100347,522899276,0
522919264,32.72,522919264,100347,522919268,0
522939264,32.72,522939264,100347,522939268,0
522959324,32.72,522959324,100347,522959332,0
522979264,32.72,522979264,100347,522979268,0
522999268,32.72,522999268,100347,522999276,0
523019264,32.72,523019264,100347,523019268,0
523039264,32.72,523039264,100347,523039268,0
523059324,32.72,523059324,100347,523059332,0
523079264,32.72,523079264,100347,523079272,0
523099264,32.72,523099264,100347,523099268,0
523119264,32.72,523119264,100347,523119268,0
523139264,32.72,523139264,100347,523139268,0
523159328,32.72,523159328,100347,523159332,0
523179268,32.72,523179268,100347,523179272,0
523199268,32.72,523199268,100347,523199272,0
523219268,32.72,523219268,100347,523219272,0
523239268,32.72,523239268,100347,523239272,0
523259328,32.72,523259328,100347,523259332,0
523279268,32.72,523279268,100347,523279272,0
523299272,32.72,523299272,100347,523299276,0
523319264,32.72,523319264,100347,523319272,0
523339276,32.72,523339276,100347,523339280,0
523359328,32.72,523359328,100347,523359332,0
523379440,32.72,523379440,100346,523379444,0
523399272,32.72,523399272,100346,523399276,0
523419268,32.72,523419268,100347,523419272,0
523439276,32.72,523439276,100347,523439280,0
523459328,32.72,523459328,100347,523459332,0
523479268,32.72,523479268,100347,523479272,0
523499272,32.72,523499272,100347,523499280,0
523519268,32.72,523519268,100347,523519272,0
523539272,32.72,523539272,100347,523539276,0
523559328,32.72,523559328,100347,523559332,0
523579268,32.72,523579268,100347,523579272,0
523599272,32.72,523599272,100347,523599276,0
523619276,32.72,523619276,100346,523619280,0
523639268,32.72,523639268,100347,523639276,0
523659328,32.72,523659328,100347,523659336,0
523679268,32.72,523679268,100347,523679272,0
523699272,32.72,523699272,100347,523699284,0
523719268,32.72,523719268,100347,523719272,0
523739268,32.73,523739268,100347,523739272,0
523759332,32.73,523759332,100347,523759336,0
523779268,32.73,523779268,100348,523779272,0
523799276,32.73,523799276,100348,523799280,0
523819268,32.73,523819268,100348,523819276,0
523839272,32.73,523839272,100348,523839276,0
523859332,32.73,523859332,100348,523859336,0
523879268,32.73,523879268,100348,523879276,0
523899268,32.73,523899268,100348,523899276,0
523919268,32.73,523919268,100348,523919276,0
523939268,32.73,523939268,100348,523939276,0
523959332,32.73,523959332,100348,523959336,0
523979272,32.73,523979272,100348,523979276,0
523999460,32.73,523999460,100348,523999464,0
524019272,32.73,524019272,100348,524019276,0
524039272,32.73,524039272,100348,524039276,0
524059332,32.73,524059332,100348,524059336,0
524079272,32.73,524079272,100348,524079276,0
524099276,32.73,524099276,100348,524099280,0
524119272,32.73,524119272,100348,524119276,0
524139272,32.73,524139272,100347,524139276,0
524159336,32.73,524159336,100347,524159340,0
524179272,32.73,524179272,100347,524179276,0
524199272,32.73,524199272,100347,524199276,0
524219272,32.73,524219272,100347,524219276,0
524239280,32.73,524239280,100347,524239284,0
524259332,32.73,524259332,100347,524259340,0
524279272,32.73,524279272,100347,524279276,0
524299272,32.73,524299272,100346,524299276,0
524319272,32.73,524319272,100347,524319276,0
524339276,32.73,524339276,100347,524339280,0
524359332,32.73,524359332,100347,524359340,0
524379272,32.73,524379272,100346,524379280,0
524399280,32.73,524399280,100346,524399284,0
524419280,32.73,524419280,100346,524419284,0
524439272,32.73,524439272,100346,524439276,0
524459336,32.73,524459336,100346,524459340,0
524479280,32.73,524479280,100346,524479284,0
524499272,32.74,524499272,100346,524499280,0
524519272,32.74,524519272,100346,524519280,0
524539272,32.74,524539272,100346,524539280,0
524559336,32.74,524559336,100346,524559340,0
524579272,32.74,524579272,100346,524579280,0
524599280,32.74,524599280,100346,524599288,0
524619428,32.74,524619428,100346,524619432,0
524639272,32.74,524639272,100346,524639280,0
524659336,32.74,524659336,100347,524659340,0
524679276,32.74,524679276,100347,524679280,0
524699276,32.74,524699276,100347,524699280,0
524719276,32.74,524719276,100347,524719280,0
524739276,32.74,524739276,100347,524739280,0
524759336,32.74,524759336,100347,524759340,0
524779276,32.74,524779276,100347,524779280,0
524799276,32.74,524799276,100347,524799284,0
524819276,32.74,524819276,100347,524819284,0
524839280,32.74,524839280,100347,524839284,0
524859336,32.74,524859336,100347,524859344,0
524879276,32.74,524879276,100348,524879280,0
524899276,32.74,524899276,100347,524899280,0
524919276,32.74,524919276,100348,524919280,0
524939276,32.74,524939276,100347,524939280,0
524959336,32.74,524959336,100347,524959344,0
524979276,32.75,524979276,100348,524979280,0
524999276,32.75,524999276,100348,524999280,0
525019276,32.75,525019276,100348,525019280,0
525039276,32.75,525039276,100348,525039280,0
525059340,32.75,525059340,100347,525059348,0
525079276,32.75,525079276,100347,525079280,0
525099276,32.75,525099276,100347,525099284,0
525119276,32.75,525119276,100347,525119284,0
525139276,32.75,525139276,100347,525139284,0
525159340,32.75,525159340,100347,525159344,0
525179276,32.75,525179280,100347,525179284,0
525199284,32.75,525199284,100347,525199288,0
525219276,32.75,525219276,100347,525219284,0
525239452,32.75,525239452,100347,525239456,0
525259348,32.75,525259348,100347,525259352,0
525279276,32.75,525279276,100347,525279284,0
525299280,32.75,525299280,100347,525299284,0
525319276,32.75,525319276,100347,525319284,0
525339276,32.75,525339276,100347,525339284,0
525359340,32.75,525359340,100347,525359344,0
525379284,32.75,525379288,100347,525379292,0
525399280,32.75,525399280,100347,525399284,0
525419280,32.75,525419280,100347,525419284,0
525439280,32.75,525439280,100347,525439284,0
525459340,32.75,525459340,100347,525459344,0
525479280,32.75,525479280,100347,525479284,0
525499280,32.75,525499280,100347,525499284,0
525519280,32.75,525519280,100347,525519284,0
525539280,32.75,525539280,100347,525539284,0
525559344,32.75,525559344,100347,525559348,0
525579280,32.75,525579280,100347,525579284,0
525599280,32.75,525599280,100347,525599284,0
525619280,32.75,525619280,100347,525619288,0
525639280,32.75,525639280,100347,525639284,0
525659340,32.75,525659340,100347,525659348,0
525679280,32.75,525679280,100347,525679284,0
525699280,32.75,525699280,100347,525699284,0
525719288,32.75,525719288,100347,525719292,0
525739280,32.75,525739280,100347,525739284,0
525759356,32.75,525759356,100347,525759360,0
525779280,32.75,525779280,100347,525779288,0
525799280,32.75,525799280,100347,525799288,0
525819280,32.75,525819280,100347,525819288,0
525839284,32.75,525839284,100347,525839288,0
525859500,32.75,525859500,100347,525859504,0
525879280,32.75,525879280,100347,525879288,0
525899280,32.75,525899284,100348,525899288,0
525919284,32.75,525919284,100348,525919288,0
525939280,32.75,525939280,100348,525939288,0
525959344,32.75,525959344,100348,525959348,0
525979284,32.75,525979284,100348,525979288,0
525999284,32.75,525999284,100348,525999288,0
526019280,32.75,526019280,100348,526019288,0
526039284,32.75,526039284,100348,526039288,0
526059352,32.75,526059352,100348,526059356,0
526079284,32.75,526079284,100348,526079288,0
526099284,32.75,526099284,100347,526099288,0
526119284,32.75,526119284,100347,526119288,0
526139284,32.75,526139284,100347,526139288,0
526159348,32.75,526159348,100348,526159352,0
526179284,32.75,526179284,100348,526179292,0
526199284,32.75,526199284,100347,526199288,0
526219284,32.75,526219284,100347,526219288,0
526239284,32.75,526239284,100347,526239288,0
526259344,32.75,526259344,100347,526259352,0
526279284,32.75,526279284,100347,526279288,0
526299284,32.75,526299284,100347,526299292,0
526319288,32.75,526319288,100347,526319292,0
526339284,32.75,526339284,100347,526339288,0
526359348,32.75,526359348,100347,526359352,0
526379284,32.75,526379284,100347,526379288,0
526399284,32.75,526399284,100347,526399288,0
526419284,32.75,526419284,100347,526419288,0
526439284,32.75,526439284,100347,526439288,0
526459344,32.75,526459344,100346,526459352,0
526479448,32.75,526479448,100346,526479452,0
526499284,32.75,526499284,100346,526499292,0
526519288,32.75,526519288,100346,526519292,0
526539284,32.75,526539284,100346,526539292,0
526559348,32.75,526559348,100346,526559352,0
526579284,32.75,526579284,100346,526579292,0
526599284,32.75,526599284,100347,526599292,0
526619284,32.75,526619284,100347,526619292,0
526639292,32.75,526639292,100347,526639300,0
526659348,32.75,526659348,100347,526659352,0
526679284,32.75,526679288,100346,526679292,0
526699284,32.75,526699284,100347,526699292,0
526719284,32.75,526719288,100347,526719292,0
526739300,32.75,526739300,100346,526739304,0
526759348,32.75,526759348,100347,526759352,0
526779288,32.75,526779288,100347,526779292,0
526799288,32.75,526799288,100347,526799292,0
526819288,32.75,526819288,100347,526819292,0
526839288,32.75,526839288,100347,526839292,0
526859348,32.75,526859348,100347,526859352,0
526879288,32.75,526879288,100347,526879292,0
526899296,32.75,526899296,100347,526899300,0
526919288,32.75,526919288,100347,526919292,0
526939288,32.75,526939288,100347,526939292,0
526959348,32.75,526959348,100347,526959352,0
526979288,32.75,526979288,100346,526979292,0
526999292,32.75,526999292,100347,526999296,0
527019288,32.76,527019288,100347,527019292,0
527039288,32.75,527039288,100346,527039292,0
527059348,32.76,527059348,100346,527059356,0
527079296,32.76,527079296,100346,527079300,0
527099456,32.76,527099456,100346,527099460,0
527119288,32.76,527119288,100346,527119292,0
527139288,32.76,527139288,100346,527139292,0
527159352,32.76,527159352,100346,527159356,0
527179288,32.76,527179288,100346,527179296,0
527199288,32.76,527199288,100346,527199296,0
527219288,32.76,527219288,100346,527219296,0
527239288,32.75,527239288,100346,527239296,0
527259352,32.75,527259352,100346,527259356,0
527279292,32.75,527279292,100346,527279296,0
527299292,32.75,527299292,100346,527299296,0
527319292,32.75,527319292,100346,527319296,0
527339292,32.75,527339292,100346,527339300,0
527359352,32.75,527359352,100346,527359360,0
527379292,32.75,527379292,100346,527379296,0
527399292,32.75,527399292,100346,527399296,0
527419292,32.75,527419292,100346,527419296,0
527439292,32.75,527439292,100346,527439296,0
527459352,32.75,527459352,100346,527459356,0
527479292,32.75,527479292,100345,527479296,0
527499292,32.75,527499292,100345,527499296,0
527519292,32.75,527519292,100345,527519296,0
527539292,32.75,527539292,100345,527539296,0
527559352,32.75,527559352,100345,527559360,0
527579292,32.75,527579292,100345,527579296,0
527599292,32.75,527599292,100345,527599296,0
527619292,32.75,527619292,100345,527619296,0
527639292,32.75,527639292,100345,527639296,0
527659356,32.75,527659356,100345,527659360,0
527679296,32.75,527679296,100345,527679300,0
527699296,32.75,527699296,100345,527699300,0
527719484,32.75,527719484,100344,527719492,0
527739292,32.75,527739292,100344,527739300,0
527759352,32.75,527759352,100344,527759360,0
527779300,32.75,527779300,100345,527779304,0
527799292,32.75,527799292,100345,527799296,0
527819300,32.75,527819300,100345,527819304,0
527839292,32.75,527839292,100345,527839296,0
527859356,32.74,527859356,100345,527859360,0
527879292,32.74,527879292,100345,527879300,0
527899292,32.74,527899292,100345,527899300,0
527919300,32.74,527919300,100345,527919308,0
527939296,32.74,527939296,100346,527939300,0
527959356,32.74,527959356,100346,527959360,0
527979296,32.74,527979296,100346,527979300,0
527999292,32.74,527999292,100346,527999300,0
528019296,32.74,528019296,100346,528019304,0
528039296,32.74,528039296,100346,528039300,0
528059356,32.74,528059356,100346,528059360,0
528079296,32.74,528079296,100346,528079300,0
528099296,32.74,528099296,100346,528099300,0
528119296,32.74,528119296,100346,528119300,0
528139296,32.74,528139296,100346,528139300,0
528159356,32.74,528159356,100346,528159360,0
528179296,32.74,528179296,100346,528179300,0
528199296,32.74,528199296,100346,528199300,0
528219296,32.74,528219296,100346,528219300,0
528239296,32.74,528239296,100346,528239300,0
528259364,32.74,528259364,100346,528259368,0
528279296,32.74,528279296,100346,528279300,0
528299296,32.74,528299296,100347,528299300,0
528319296,32.74,528319296,100346,528319300,0
528339452,32.74,528339452,100346,528339456,0
528359360,32.74,528359360,100346,528359364,0
528379296,32.74,528379296,100346,528379300,0
528399296,32.74,528399296,100347,528399300,0
528419296,32.74,528419296,100346,528419300,0
528439304,32.74,528439304,100346,528439308,0
528459356,32.74,528459356,100346,528459364,0
528479296,32.74,528479296,100346,528479300,0
528499296,32.74,528499296,100346,528499300,0
528519296,32.73,528519296,100346,528519304,0
528539296,32.74,528539296,100346,528539300,0
528559360,32.73,528559360,100346,528559364,0
528579296,32.73,528579296,100346,528579304,0
528599304,32.73,528599304,100346,528599312,0
528619300,32.73,528619300,100346,528619304,0
528639300,32.74,528639300,100346,528639304,0
528659360,32.74,528659360,100346,528659364,0
528679300,32.74,528679300,100346,528679304,0
528699304,32.74,528699304,100346,528699308,0
528719300,32.74,528719300,100346,528719304,0
528739300,32.74,528739300,100346,528739304,0
528759360,32.74,528759360,100346,528759364,0
528779308,32.74,528779308,100346,528779312,0
528799300,32.74,528799300,100346,528799304,0
528819300,32.74,528819300,100346,528819304,0
528839300,32.74,528839300,100346,528839304,0
528859360,32.74,528859360,100347,528859364,0
528879300,32.74,528879300,100347,528879304,0
528899300,32.74,528899300,100347,528899304,0
528919300,32.74,528919300,100347,528919304,0
528939308,32.74,528939308,100347,528939312,0
528959508,32.74,528959508,100347,528959512,0
528979300,32.74,528979300,100347,528979304,0
528999300,32.74,528999300,100347,528999304,0
529019300,32.74,529019300,100347,529019304,0
529039300,32.74,529039300,100347,529039304,0
529059360,32.74,529059360,100347,529059368,0
529079300,32.74,529079300,100347,529079308,0
529099300,32.74,529099300,100347,529099308,0
529119300,32.74,529119300,100347,529119308,0
529139308,32.74,529139308,100347,529139312,0
529159364,32.74,529159364,100347,529159368,0
529179308,32.74,529179308,100347,529179312,0
529199300,32.74,529199300,100347,529199308,0
529219300,32.74,529219300,100347,529219304,0
529239300,32.74,529239300,100347,529239308,0
529259364,32.74,529259364,100347,529259368,0
529279300,32.74,529279300,100347,529279308,0
529299300,32.74,529299300,100347,529299308,0
529319304,32.74,529319304,100347,529319308,0
529339304,32.74,529339304,100347,529339308,0
529359364,32.74,529359364,100347,529359368,0
529379304,32.74,529379304,100347,529379312,0
529399300,32.74,529399304,100347,529399308,0
529419304,32.74,529419304,100347,529419308,0
529439304,32.74,529439304,100347,529439308,0
529459364,32.75,529459364,100348,529459372,0
529479304,32.75,529479304,100348,529479308,0
529499304,32.75,529499304,100348,529499308,0
529519304,32.75,529519304,100348,529519308,0
529539308,32.75,529539308,100348,529539312,0
529559364,32.75,529559364,100347,529559372,0
529579476,32.75,529579476,100347,529579480,0
529599304,32.75,529599304,100347,529599308,0
529619312,32.75,529619312,100347,529619316,0
529639312,32.75,529639312,100347,529639320,0
529659364,32.75,529659364,100347,529659372,0
529679312,32.75,529679312,100347,529679316,0
529699304,32.75,529699304,100347,529699308,0
529719308,32.75,529719308,100347,529719312,0
529739308,32.75,529739308,100347,529739312,0
529759364,32.75,529759368,100347,529759372,0
529779304,32.75,529779304,100347,529779308,0
529799304,32.75,529799304,100348,529799308,0
529819304,32.75,529819304,100348,529819308,0
529839304,32.75,529839304,100348,529839308,0
529859368,32.75,529859368,100347,529859372,0
529879304,32.75,529879304,100347,529879312,0
529899304,32.75,529899304,100347,529899312,0
529919304,32.75,529919304,100348,529919312,0
529939304,32.75,529939304,100347,529939312,0
529959376,32.75,529959376,100347,529959380,0
529979308,32.75,529979308,100347,529979312,0
529999304,32.75,529999304,100347,529999312,0
530019304,32.75,530019304,100346,530019312,0
530039308,32.75,530039308,100346,530039312,0
530059372,32.75,530059372,100346,530059376,0
530079312,32.75,530079312,100346,530079320,0
530099308,32.75,530099308,100346,530099312,0
530119308,32.75,530119308,100346,530119312,0
530139308,32.74,530139308,100346,530139312,0
530159368,32.74,530159368,100345,530159372,0
530179308,32.75,530179308,100346,530179312,0
530199480,32.75,530199480,100346,530199484,0
530219312,32.74,530219312,100346,530219316,0
530239312,32.74,530239312,100346,530239316,0
530259368,32.74,530259368,100346,530259376,0
530279308,32.74,530279308,100346,530279312,0
530299308,32.74,530299308,100346,530299312,0
530319308,32.74,530319308,100346,530319312,0
530339308,32.74,530339308,100346,530339312,0
530359368,32.74,530359368,100346,530359376,0
530379316,32.74,530379316,100346,530379320,0
530399312,32.74,530399312,100347,530399316,0
530419312,32.74,530419312,100347,530419316,0
530439308,32.74,530439308,100347,530439316,0
530459372,32.74,530459372,100347,530459376,0
530479308,32.74,530479308,100347,530479316,0
530499312,32.74,530499312,100347,530499324,0
530519308,32.74,530519308,100347,530519312,0
530539312,32.74,530539312,100347,530539316,0
530559372,32.74,530559372,100347,530559376,0
530579308,32.74,530579308,100347,530579316,0
530599312,32.74,530599312,100347,530599316,0
530619312,32.74,530619312,100347,530619320,0
530639308,32.74,530639308,100347,530639316,0
530659372,32.74,530659372,100347,530659376,0
530679308,32.74,530679308,100347,530679316,0
530699316,32.74,530699316,100347,530699320,0
530719308,32.74,530719308,100347,530719316,0
530739312,32.74,530739312,100347,530739316,0
530759372,32.74,530759372,100347,530759376,0
530779312,32.74,530779312,100346,530779316,0
530799312,32.74,530799312,100346,530799316,0
530819472,32.74,530819472,100346,530819480,0
530839312,32.74,530839312,100346,530839316,0
530859372,32.74,530859372,100346,530859376,0
530879312,32.75,530879312,100347,530879316,0
530899328,32.75,530899328,100347,530899332,0
530919312,32.75,530919312,100347,530919316,0
530939312,32.75,530939312,100347,530939316,0
530959372,32.75,530959372,100347,530959376,0
530979320,32.75,530979320,100347,530979324,0
530999312,32.75,530999312,100347,530999316,0
531019312,32.75,531019312,100347,531019316,0
531039312,32.75,531039312,100347,531039316,0
531059372,32.75,531059372,100347,531059380,0
531079316,32.75,531079316,100347,531079320,0
531099316,32.75,531099316,100347,531099324,0
531119312,32.75,531119312,100347,531119316,0
531139312,32.75,531139312,100347,531139316,0
531159376,32.75,531159376,100347,531159384,0
531179312,32.75,531179312,100347,531179320,0
531199320,32.75,531199320,100347,531199328,0
531219312,32.75,531219312,100347,531219320,0
531239316,32.75,531239316,100347,531239320,0
