timestamp,threadId,minimumStack
80312,8,16180
81339,10,1436
80343,16,15300
34823,0,14844
82335,1,14796
82286,3,15028
82292,4,16204
81540,5,16256
81618,6,15588
82155,7,16180
82312,8,16180
82339,10,1436
81343,16,15300
34823,0,14844
83294,1,14796
83292,3,15028
83292,4,16204
82518,5,16256
82598,6,15588
83202,7,16180
82312,8,16180
83339,10,1436
82343,16,15300
34823,0,14844
84329,1,14796
84290,3,15028
84292,4,16204
83494,5,16256
83570,6,15588
84329,7,16180
84312,8,16180
84339,10,1436
83343,16,15300
34823,0,14844
85335,1,14796
85292,3,15028
85292,4,16204
84470,5,16256
84549,6,15588
85026,7,16180
84312,8,16180
85339,10,1436
84343,16,15300
34823,0,14844
86328,1,14796
86293,3,15028
86292,4,16204
85448,5,16256
85530,6,15588
86072,7,16180
86312,8,16180
86339,10,1436
85343,16,15300
34823,0,14844
87314,1,14796
87296,3,15028
87293,4,16204
86426,5,16256
86506,6,15588
87169,7,16180
86312,8,16180
87339,10,1436
86343,16,15300
34823,0,14844
88320,1,14796
88295,3,15028
88293,4,16204
87402,5,16256
87480,6,15588
88230,7,16180
88312,8,16180
88339,10,1436
87343,16,15300
34823,0,14844
89326,1,14796
89293,3,15028
89293,4,16204
88379,5,16256
88459,6,15588
89273,7,16180
88312,8,16180
89339,10,1436
88343,16,15300
34823,0,14844
90285,1,14796
90297,3,15028
90294,4,16204
89356,5,16256
89438,6,15588
89980,7,16180
90312,8,16180
90339,10,1436
89343,16,15300
34823,0,14844
91333,1,14796
91296,3,15028
91294,4,16204
91322,5,16256
90427,6,15588
91097,7,16180
90312,8,16180
91339,10,1436
90343,16,15300
34823,0,14844
92277,1,14796
92300,3,15028
92294,4,16204
92299,5,16256
91407,6,15588
92164,7,16180
92312,8,16180
92339,10,1436
91343,16,15300
34823,0,14844
93313,1,14796
93298,3,15028
93294,4,16204
93276,5,16256
92382,6,15588
93313,7,16180
92312,8,16180
93339,10,1436
92343,16,15300
93449,0,14132
94335,1,14796
94290,3,15028
94294,4,16204
94254,5,16256
94335,6,15588
94007,7,16180
94312,8,16180
94339,10,1436
93343,16,15300
94612,0,14132
95327,1,14796
95296,3,15028
95294,4,16204
95230,5,16256
95316,6,15588
95133,7,16180
94312,8,16180
95339,10,1436
94343,16,15300
96207,0,14132
96313,1,14796
96294,3,15028
96294,4,16204
96208,5,16256
96297,6,15588
96222,7,16180
96312,8,16180
96339,10,1436
95343,16,15300
96207,0,14132
97333,1,14796
97290,3,15028
97294,4,16204
97184,5,16256
97270,6,15588
96937,7,16180
96312,8,16180
97339,10,1436
96343,16,15300
96207,0,14132
98291,1,14796
98291,3,15028
98294,4,16204
98162,5,16256
98249,6,15588
98041,7,16180
98312,8,16180
98339,10,1436
97343,16,15300
96207,0,14132
99297,1,14796
99292,3,15028
99294,4,16204
99140,5,16256
99231,6,15588
99180,7,16180
98312,8,16180
99339,10,1436
98343,16,15300
96207,0,14132
100333,1,14796
100292,3,15028
100294,4,16204
100116,5,16256
100199,6,15588
100215,7,16180
100312,8,16180
100339,10,1436
99343,16,15300
96207,0,14132
101325,1,14796
101294,3,15028
101294,4,16204
101092,5,16256
101174,6,15588
101263,7,16180
100312,8,16180
101339,10,1436
100343,16,15300
96207,0,14132
102327,1,14796
102288,3,15028
102294,4,16204
102068,5,16256
102146,6,15588
101997,7,16180
102312,8,16180
102339,10,1436
101343,16,15300
96207,0,14132
103333,1,14796
103292,3,15028
103294,4,16204
103046,5,16256
103131,6,15588
103125,7,16180
102312,8,16180
103339,10,1436
102343,16,15300
96207,0,14132
104325,1,14796
104292,3,15028
104294,4,16204
104022,5,16256
104106,6,15588
104194,7,16180
104312,8,16180
104339,10,1436
103343,16,15300
96207,0,14132
105299,1,14796
105293,3,15028
105294,4,16204
104999,5,16256
105075,6,15588
105300,7,16180
104312,8,16180
105339,10,1436
104343,16,15300
96207,0,14132
106336,1,14796
106288,3,15028
106294,4,16204
105976,5,16256
106054,6,15588
105981,7,16180
106312,8,16180
106339,10,1436
105343,16,15300
96207,0,14132
107329,1,14796
107289,3,15028
107294,4,16204
106954,5,16256
107030,6,15588
107031,7,16180
106312,8,16180
107339,10,1436
106343,16,15300
96207,0,14132
108336,1,14796
108290,3,15028
108294,4,16204
107930,5,16256
108004,6,15588
108113,7,16180
108312,8,16180
108339,10,1436
107343,16,15300
96207,0,14132
109323,1,14796
109294,3,15028
109295,4,16204
108908,5,16256
109004,6,15588
109207,7,16180
108312,8,16180
109339,10,1436
108343,16,15300
96207,0,14132
110330,1,14796
110290,3,15028
110296,4,16204
109884,5,16256
109955,6,15588
110254,7,16180
110312,8,16180
110339,10,1436
109343,16,15300
96207,0,14132
111337,1,14796
111290,3,15028
111296,4,16204
110862,5,16256
110939,6,15588
111287,7,16180
110312,8,16180
111339,10,1436
110343,16,15300
96207,0,14132
112311,1,14796
112290,3,15028
112296,4,16204
111839,5,16256
111913,6,15588
112317,7,16180
112312,8,16180
112339,10,1436
111343,16,15300
96207,0,14132
113332,1,14796
113293,3,15028
113296,4,16204
112816,5,16256
112889,6,15588
113034,7,16180
112312,8,16180
113339,10,1436
112343,16,15300
96207,0,14132
114291,1,14796
114293,3,15028
114296,4,16204
113792,5,16256
113867,6,15588
114043,7,16180
114312,8,16180
114339,10,1436
113343,16,15300
96207,0,14132
115325,1,14796
115287,3,15028
115296,4,16204
114768,5,16256
114851,6,15588
115115,7,16180
114312,8,16180
115339,10,1436
114343,16,15300
96207,0,14132
116332,1,14796
116291,3,15028
116296,4,16204
115746,5,16256
115848,6,15588
116214,7,16180
116312,8,16180
116339,10,1436
115343,16,15300
96207,0,14132
117325,1,14796
117292,3,15028
117296,4,16204
116722,5,16256
116803,6,15588
117263,7,16180
116312,8,16180
117339,10,1436
116343,16,15300
96207,0,14132
118331,1,14796
118291,3,15028
118296,4,16204
117699,5,16256
117783,6,15588
118309,7,16180
118312,8,16180
118339,10,1436
117343,16,15300
96207,0,14132
119317,1,14796
119290,3,15028
119296,4,16204
118676,5,16256
118763,6,15588
119109,7,16180
118312,8,16180
119339,10,1436
118343,16,15300
96207,0,14132
120325,1,14796
120293,3,15028
120296,4,16204
119654,5,16256
119736,6,15588
120117,7,16180
120312,8,16180
120339,10,1436
119343,16,15300
96207,0,14132
121283,1,14796
121292,3,15028
121296,4,16204
120630,5,16256
120712,6,15588
121187,7,16180
120312,8,16180
121339,10,1436
120343,16,15300
96207,0,14132
122331,1,14796
122292,3,15028
122296,4,16204
121608,5,16256
121693,6,15588
122242,7,16180
122312,8,16180
122339,10,1436
121343,16,15300
96207,0,14132
123337,1,14796
123293,3,15028
123296,4,16204
122584,5,16256
122669,6,15588
123261,7,16180
122312,8,16180
123339,10,1436
122343,16,15300
96207,0,14132
124283,1,14796
124293,3,15028
124296,4,16204
123562,5,16256
123644,6,15588
124283,7,16180
124312,8,16180
124339,10,1436
123343,16,15300
96207,0,14132
125317,1,14796
125294,3,15028
125296,4,16204
124539,5,16256
124623,6,15588
124990,7,16180
124312,8,16180
125339,10,1436
124343,16,15300
96207,0,14132
126323,1,14796
126292,3,15028
126296,4,16204
125516,5,16256
125600,6,15588
126129,7,16180
126312,8,16180
126339,10,1436
125343,16,15300
96207,0,14132
127331,1,14796
127292,3,15028
127296,4,16204
126492,5,16256
126576,6,15588
127165,7,16180
126312,8,16180
127339,10,1436
126343,16,15300
96207,0,14132
128303,1,14796
128288,3,15028
128296,4,16204
127468,5,16256
127558,6,15588
128289,7,16180
128312,8,16180
128339,10,1436
127343,16,15300
96207,0,14132
129325,1,14796
129296,3,15028
129296,4,16204
128446,5,16256
128526,6,15588
128984,7,16180
128312,8,16180
129339,10,1436
128343,16,15300
96207,0,14132
130333,1,14796
130295,3,15028
130296,4,16204
129422,5,16256
129506,6,15588
130034,7,16180
130312,8,16180
130339,10,1436
129343,16,15300
96207,0,14132
131279,1,14796
131292,3,15028
131296,4,16204
130399,5,16256
130479,6,15588
131071,7,16180
130312,8,16180
131339,10,1436
130343,16,15300
96207,0,14132
132327,1,14796
132294,3,15028
132296,4,16204
131376,5,16256
131457,6,15588
132128,7,16180
132312,8,16180
132339,10,1436
131343,16,15300
96207,0,14132
133333,1,14796
133297,3,15028
133296,4,16204
132354,5,16256
132439,6,15588
133257,7,16180
132312,8,16180
133339,10,1436
132343,16,15300
96207,0,14132
134325,1,14796
134294,3,15028
134296,4,16204
134320,5,16256
133416,6,15588
134055,7,16180
134312,8,16180
134339,10,1436
133343,16,15300
96207,0,14132
135311,1,14796
135298,3,15028
135296,4,16204
135298,5,16256
134400,6,15588
135103,7,16180
134312,8,16180
135339,10,1436
134343,16,15300
96207,0,14132
136331,1,14796
136298,3,15028
136296,4,16204
136274,5,16256
135371,6,15588
136123,7,16180
136312,8,16180
136339,10,1436
135343,16,15300
96207,0,14132
137337,1,14796
137298,3,15028
137296,4,16204
137252,5,16256
137326,6,15588
137275,7,16180
136312,8,16180
137339,10,1436
136343,16,15300
96207,0,14132
138295,1,14796
138298,3,15028
138296,4,16204
138228,5,16256
138305,6,15588
138282,7,16180
138312,8,16180
138339,10,1436
137343,16,15300
96207,0,14132
139329,1,14796
139300,3,15028
139296,4,16204
139206,5,16256
139278,6,15588
139003,7,16180
138312,8,16180
139339,10,1436
138343,16,15300
140243,0,14132
140335,1,14796
140294,3,15028
140296,4,16204
140182,5,16256
140254,6,15588
140141,7,16180
140312,8,16180
140339,10,1436
139343,16,15300
140654,0,14132
141321,1,14796
141292,3,15028
141296,4,16204
141160,5,16256
141234,6,15588
141307,7,16180
140312,8,16180
141339,10,1436
140343,16,15300
140654,0,14132
142328,1,14796
142294,3,15028
142296,4,16204
142138,5,16256
142214,6,15588
142041,7,16180
142312,8,16180
142339,10,1436
141343,16,15300
140654,0,14132
143301,1,14796
143295,3,15028
143296,4,16204
143114,5,16256
143189,6,15588
143183,7,16180
142312,8,16180
143339,10,1436
142343,16,15300
140654,0,14132
144308,1,14796
144293,3,15028
144296,4,16204
144090,5,16256
144158,6,15588
144218,7,16180
144312,8,16180
144339,10,1436
143343,16,15300
140654,0,14132
145329,1,14796
145294,3,15028
145296,4,16204
145068,5,16256
145147,6,15588
145266,7,16180
144312,8,16180
145339,10,1436
144343,16,15300
140654,0,14132
146335,1,14796
146294,3,15028
146296,4,16204
146044,5,16256
146114,6,15588
145981,7,16180
146312,8,16180
146339,10,1436
145343,16,15300
140654,0,14132
147322,1,14796
147302,3,15028
147296,4,16204
147020,5,16256
147098,6,15588
147086,7,16180
146312,8,16180
147339,10,1436
146343,16,15300
140654,0,14132
148330,1,14796
148302,3,15028
148296,4,16204
147998,5,16256
148075,6,15588
148121,7,16180
148312,8,16180
148339,10,1436
147343,16,15300
140654,0,14132
149325,1,14796
149302,3,15028
149296,4,16204
148974,5,16256
149055,6,15588
149173,7,16180
148312,8,16180
149339,10,1436
148343,16,15300
140654,0,14132
150313,1,14796
150297,3,15028
150296,4,16204
149952,5,16256
150030,6,15588
150300,7,16180
150312,8,16180
150339,10,1436
149343,16,15300
140654,0,14132
151333,1,14796
151298,3,15028
151296,4,16204
150928,5,16256
151008,6,15588
150993,7,16180
150312,8,16180
151339,10,1436
150343,16,15300
140654,0,14132
152291,1,14796
152297,3,15028
152296,4,16204
151906,5,16256
151986,6,15588
152063,7,16180
152312,8,16180
152339,10,1436
151343,16,15300
140654,0,14132
153297,1,14796
153298,3,15028
153296,4,16204
152882,5,16256
152962,6,15588
153209,7,16180
152312,8,16180
153339,10,1436
152343,16,15300
140654,0,14132
154333,1,14796
154292,3,15028
154296,4,16204
153860,5,16256
153940,6,15588
154217,7,16180
154312,8,16180
154339,10,1436
153343,16,15300
140654,0,14132
155325,1,14796
155299,3,15028
155296,4,16204
154838,5,16256
154919,6,15588
155286,7,16180
154312,8,16180
155339,10,1436
154343,16,15300
140654,0,14132
156331,1,14796
156298,3,15028
156296,4,16204
155814,5,16256
155897,6,15588
156061,7,16180
156312,8,16180
156339,10,1436
155343,16,15300
140654,0,14132
157318,1,14796
157301,3,15028
157296,4,16204
156790,5,16256
156869,6,15588
157112,7,16180
156312,8,16180
157339,10,1436
156343,16,15300
140654,0,14132
158326,1,14796
158301,3,15028
158296,4,16204
157768,5,16256
157848,6,15588
158143,7,16180
158312,8,16180
158339,10,1436
157343,16,15300
140654,0,14132
159285,1,14796
159301,3,15028
159296,4,16204
158744,5,16256
158826,6,15588
159285,7,16180
158312,8,16180
159339,10,1436
158343,16,15300
140654,0,14132
160293,1,14796
160298,3,15028
160296,4,16204
159720,5,16256
159804,6,15588
160294,7,16180
160312,8,16180
160339,10,1436
159343,16,15300
140654,0,14132
161327,1,14796
161296,3,15028
161296,4,16204
160698,5,16256
160776,6,15588
161015,7,16180
160312,8,16180
161339,10,1436
160343,16,15300
140654,0,14132
162285,1,14796
162294,3,15028
162296,4,16204
161674,5,16256
161760,6,15588
162046,7,16180
162312,8,16180
162339,10,1436
161343,16,15300
140654,0,14132
163319,1,14796
163299,3,15028
163296,4,16204
162652,5,16256
162741,6,15588
163083,7,16180
162312,8,16180
163339,10,1436
162343,16,15300
140654,0,14132
164325,1,14796
164296,3,15028
164296,4,16204
163628,5,16256
163712,6,15588
164131,7,16180
164312,8,16180
164339,10,1436
163343,16,15300
140654,0,14132
165332,1,14796
165296,3,15028
165296,4,16204
164606,5,16256
164696,6,15588
165163,7,16180
164312,8,16180
165339,10,1436
164343,16,15300
140654,0,14132
166306,1,14796
166298,3,15028
166296,4,16204
165582,5,16256
165667,6,15588
166306,7,16180
166312,8,16180
166339,10,1436
165343,16,15300
140654,0,14132
167327,1,14796
167290,3,15028
167296,4,16204
166560,5,16256
166650,6,15588
166987,7,16180
166312,8,16180
167339,10,1436
166343,16,15300
140654,0,14132
168336,1,14796
168298,3,15028
168297,4,16204
167538,5,16256
167623,6,15588
168038,7,16180
168312,8,16180
168339,10,1436
167343,16,15300
140654,0,14132
169281,1,14796
169292,3,15028
169298,4,16204
168514,5,16256
168604,6,15588
169070,7,16180
168312,8,16180
169339,10,1436
168343,16,15300
140654,0,14132
170287,1,14796
170292,3,15028
170298,4,16204
169490,5,16256
169573,6,15588
170211,7,16180
170312,8,16180
170339,10,1436
169343,16,15300
140654,0,14132
171337,1,14796
171293,3,15028
171298,4,16204
170468,5,16256
170554,6,15588
171247,7,16180
170312,8,16180
171339,10,1436
170343,16,15300
140654,0,14132
172332,1,14796
172292,3,15028
172298,4,16204
171444,5,16256
171524,6,15588
172032,7,16180
172312,8,16180
172339,10,1436
171343,16,15300
140654,0,14132
173320,1,14796
173290,3,15028
173298,4,16204
172420,5,16256
172498,6,15588
173112,7,16180
172312,8,16180
173339,10,1436
172343,16,15300
140654,0,14132
174328,1,14796
174293,3,15028
174298,4,16204
173398,5,16256
173474,6,15588
174121,7,16180
174312,8,16180
174339,10,1436
173343,16,15300
140654,0,14132
175287,1,14796
175297,3,15028
175299,4,16204
174374,5,16256
174454,6,15588
175169,7,16180
174312,8,16180
175339,10,1436
174343,16,15300
140654,0,14132
176336,1,14796
176300,3,15028
176299,4,16204
175352,5,16256
175430,6,15588
176214,7,16180
176312,8,16180
176339,10,1436
175343,16,15300
140654,0,14132
177330,1,14796
177300,3,15028
177299,4,16204
177319,5,16256
176416,6,15588
177018,7,16180
176312,8,16180
177339,10,1436
176343,16,15300
140654,0,14132
178339,1,14796
178300,3,15028
178299,4,16204
178296,5,16256
177393,6,15588
178027,7,16180
178312,8,16180
178341,10,1436
177343,16,15300
140654,0,14132
179325,1,14796
179300,3,15028
179300,4,16204
179272,5,16256
178372,6,15588
179075,7,16180
178312,8,16180
179341,10,1436
178343,16,15300
140654,0,14132
180332,1,14796
180293,3,15028
180300,4,16204
180250,5,16256
180335,6,15588
