timestamp,logNumber,tooLargeSamples,droppedSamples,queuedSamples,buffersFilled,buffersWritten,writesFailed,lastWriteError,averageWriteTime,maxWriteTime
41027812,7,0,0,24953,40,40,0,0,82,104
42027836,7,0,0,25579,41,41,0,0,88,104
43027824,7,0,0,26205,42,42,0,0,79,104
44027832,7,0,0,26831,43,43,0,0,77,104
45027768,7,0,0,27457,44,44,0,0,79,104
46027788,7,0,0,28083,45,45,0,0,77,104
47027776,7,0,0,28709,46,46,0,0,78,104
48027800,7,0,0,29335,48,47,0,0,75,104
49027844,7,0,0,29961,49,48,0,0,75,104
50027832,7,0,0,30587,50,49,0,0,72,104
51027800,7,0,0,31213,51,51,0,0,71,104
52027808,7,0,0,31839,52,52,0,0,106,106
53027888,7,0,0,32465,53,53,0,0,83,106
54027820,7,0,0,33091,54,54,0,0,81,106
55027824,7,0,0,33717,55,55,0,0,83,106
56027844,7,0,0,34343,56,56,0,0,79,106
57027840,7,0,0,34969,57,57,0,0,82,106
58027856,7,0,0,35595,58,58,0,0,78,106
59027980,7,0,0,36221,59,59,0,0,81,106
60027984,7,0,0,36847,60,60,0,0,83,106
61027976,7,0,0,37473,61,61,0,0,84,106
62027996,7,0,0,38099,62,62,0,0,80,106
63028004,7,0,0,38725,63,63,0,0,87,106
64027996,7,0,0,39351,64,64,0,0,85,106
65028016,7,0,0,39977,65,65,0,0,85,106
66028460,7,0,0,40603,66,66,0,0,82,106
67029532,7,0,0,41230,67,67,0,0,84,106
68029524,7,0,0,41856,68,68,0,0,85,106
69029532,7,0,0,42482,69,69,0,0,86,106
70029536,7,0,0,43108,70,70,0,0,81,106
71029540,7,0,0,43734,71,71,0,0,89,106
72029548,7,0,0,44360,72,72,0,0,82,106
73029556,7,0,0,44986,73,73,0,0,79,106
74029560,7,0,0,45612,74,74,0,0,75,106
75029568,7,0,0,46238,75,75,0,0,80,106
76029596,7,0,0,46864,76,76,0,0,80,106
77029580,7,0,0,47490,77,77,0,0,86,106
78029584,7,0,0,48116,78,78,0,0,81,106
79029592,7,0,0,48742,79,79,0,0,79,106
80029596,7,0,0,49368,80,80,0,0,76,106
81029604,7,0,0,49994,81,81,0,0,71,106
82029612,7,0,0,50620,82,82,0,0,71,106
83029616,7,0,0,51246,83,83,0,0,77,106
84029620,7,0,0,51872,84,84,0,0,72,106
85029628,7,0,0,52498,85,85,0,0,75,106
86029632,7,0,0,53124,86,86,0,0,77,106
87029640,7,0,0,53750,87,87,0,0,73,106
88029644,7,0,0,54376,88,88,0,0,75,106
89029728,7,0,0,55002,89,89,0,0,74,106
90029656,7,0,0,55628,90,90,0,0,74,106
91029796,7,0,0,56254,92,91,0,0,75,106
92030320,7,0,0,56880,93,92,0,0,81,106
93029676,7,0,0,57506,94,93,0,0,80,106
94029680,7,0,0,58132,95,95,0,0,80,106
95030064,7,0,0,58758,96,96,0,0,82,106
96029704,7,0,0,59384,97,97,0,0,83,106
97029696,7,0,0,60010,98,98,0,0,79,106
98029704,7,0,0,60636,99,99,0,0,80,106
99029736,7,0,0,61262,100,100,0,0,80,106
100029740,7,0,0,61888,101,101,0,0,81,106
101029720,7,0,0,62514,102,102,0,0,82,106
102029728,7,0,0,63140,103,103,0,0,86,106
103029732,7,0,0,63766,104,104,0,0,83,106
104029740,7,0,0,64392,105,105,0,0,86,106
105029744,7,0,0,65018,106,106,0,0,85,106
106029752,7,0,0,65644,107,107,0,0,89,106
107029764,7,0,0,66270,108,108,0,0,87,106
108029764,7,0,0,66896,109,109,0,0,84,106
109029768,7,0,0,67522,110,110,0,0,86,106
110029776,7,0,0,68148,111,111,0,0,92,106
111029780,7,0,0,68774,112,112,0,0,84,106
112029800,7,0,0,69400,113,113,0,0,82,106
113029792,7,0,0,70026,114,114,0,0,85,106
114029800,7,0,0,70652,115,115,0,0,85,106
115029804,7,0,0,71278,116,116,0,0,104,106
116030192,7,0,0,71904,117,117,0,0,74,106
117030192,7,0,0,72530,118,118,0,0,72,106
118029820,7,0,0,73156,119,119,0,0,75,106
119029900,7,0,0,73782,120,120,0,0,71,106
120029860,7,0,0,74408,121,121,0,0,73,106
121029840,7,0,0,75034,122,122,0,0,78,106
122029848,7,0,0,75660,123,123,0,0,75,106
123029856,7,0,0,76286,124,124,0,0,72,106
124029860,7,0,0,76912,125,125,0,0,77,106
125029864,7,0,0,77538,126,126,0,0,77,106
126029888,7,0,0,78164,127,127,0,0,76,106
127029876,7,0,0,78790,128,128,0,0,69,106
128029908,7,0,0,79416,129,129,0,0,78,106
129029892,7,0,0,80042,130,130,0,0,83,106
130029904,7,0,0,80668,131,131,0,0,78,106
131029900,7,0,0,81294,132,132,0,0,83,106
132029920,7,0,0,81920,133,133,0,0,81,106
133029912,7,0,0,82546,134,134,0,0,79,106
134029920,7,0,0,83172,136,135,0,0,81,106
135029976,7,0,0,83798,137,136,0,0,85,106
136029928,7,0,0,84424,138,137,0,0,81,106
137029936,7,0,0,85050,139,139,0,0,81,106
138029940,7,0,0,85676,140,140,0,0,83,106
139029948,7,0,0,86302,141,141,0,0,83,106
140029952,7,0,0,86928,142,142,0,0,80,106
141029960,7,0,0,87554,143,143,0,0,80,106
142029964,7,0,0,88180,144,144,0,0,83,106
143029972,7,0,0,88806,145,145,0,0,86,106
144029976,7,0,0,89432,146,146,0,0,85,106
145029996,7,0,0,90058,147,147,0,0,77,106
146029988,7,0,0,90684,148,148,0,0,81,106
147030020,7,0,0,91310,149,149,0,0,78,106
148030000,7,0,0,91936,150,150,0,0,86,106
149030024,7,0,0,92562,151,151,0,0,85,106
150030012,7,0,0,93188,152,152,0,0,87,106
151030020,7,0,0,93814,153,153,0,0,87,106
152030040,7,0,0,94440,154,154,0,0,83,106
153030032,7,0,0,95066,155,155,0,0,79,106
154030036,7,0,0,95692,156,156,0,0,73,106
155030044,7,0,0,96318,157,157,0,0,76,106
156030048,7,0,0,96944,158,158,0,0,77,106
157030056,7,0,0,97570,159,159,0,0,76,106
158030428,7,0,0,98196,160,160,0,0,78,106
159030088,7,0,0,98822,161,161,0,0,76,106
160030080,7,0,0,99448,162,162,0,0,81,106
161030080,7,0,0,100074,163,163,0,0,73,106
162030084,7,0,0,100700,164,164,0,0,73,106
163030092,7,0,0,101326,165,165,0,0,74,106
164030096,7,0,0,101952,166,166,0,0,74,106
165030104,7,0,0,102578,167,167,0,0,74,106
166030108,7,0,0,103204,168,168,0,0,75,106
167030116,7,0,0,103830,169,169,0,0,74,106
168030120,7,0,0,104456,170,170,0,0,73,106
169030164,7,0,0,105082,171,171,0,0,80,106
170030136,7,0,0,105708,172,172,0,0,74,106
171030136,7,0,0,106334,173,173,0,0,80,106
172030148,7,0,0,106960,174,174,0,0,82,106
173030152,7,0,0,107586,175,175,0,0,82,106
174030156,7,0,0,108212,176,176,0,0,77,106
175030160,7,0,0,108838,177,177,0,0,80,106
176030168,7,0,0,109464,179,178,0,0,83,106
177030236,7,0,0,110090,180,179,0,0,82,106
178030840,7,0,0,110716,181,180,0,0,84,106
179030192,7,0,0,111342,182,181,0,0,114,114
180030192,7,0,0,111968,183,183,0,0,83,114
181030196,7,0,0,112594,184,184,0,0,88,114
182030228,7,0,0,113220,185,185,0,0,83,114
183030208,7,0,0,113846,186,186,0,0,84,114
184030300,7,0,0,114472,187,187,0,0,85,114
185030620,7,0,0,115098,188,188,0,0,81,114
186030624,7,0,0,115724,189,189,0,0,83,114
187030232,7,0,0,116350,190,190,0,0,85,114
188030268,7,0,0,116976,191,191,0,0,82,114
189030244,7,0,0,117602,192,192,0,0,75,114
190030276,7,0,0,118228,193,193,0,0,73,114
191030292,7,0,0,118854,194,194,0,0,79,114
192030264,7,0,0,119480,195,195,0,0,74,114
193030316,7,0,0,120106,196,196,0,0,70,114
194030300,7,0,0,120732,197,197,0,0,74,114
195030352,7,0,0,121358,198,198,0,0,70,114
196030292,7,0,0,121984,199,199,0,0,72,114
197030292,7,0,0,122610,200,200,0,0,78,114
198030320,7,0,0,123236,201,201,0,0,76,114
199030304,7,0,0,123862,202,202,0,0,74,114
200030312,7,0,0,124488,203,203,0,0,83,114
201030320,7,0,0,125114,204,204,0,0,78,114
202030324,7,0,0,125747,205,205,0,0,79,114
203030364,7,0,0,126383,206,206,0,0,79,114
204030336,7,0,0,127019,207,207,0,0,79,114
205030340,7,0,0,127655,208,208,0,0,79,114
206030348,7,0,0,128291,209,209,0,0,93,114
207030388,7,0,0,128927,210,210,0,0,85,114
208030384,7,0,0,129563,211,211,0,0,83,114
209030364,7,0,0,130199,212,212,0,0,79,114
210030372,7,0,0,130835,213,213,0,0,77,114
211030376,7,0,0,131471,214,214,0,0,76,114
212030384,7,0,0,132107,215,215,0,0,78,114
213030424,7,0,0,132743,216,216,0,0,78,114
214030456,7,0,0,133379,218,217,0,0,81,114
215030400,7,0,0,134015,219,218,0,0,78,114
216030440,7,0,0,134651,220,220,0,0,71,114
217030436,7,0,0,135287,221,221,0,0,65,114
218030416,7,0,0,135923,222,222,0,0,67,114
219030424,7,0,0,136559,223,223,0,0,63,114
220030468,7,0,0,137195,224,224,0,0,71,114
221030480,7,0,0,137831,225,225,0,0,77,114
222030832,7,0,0,138467,226,226,0,0,73,114
223030476,7,0,0,139103,227,227,0,0,71,114
224030488,7,0,0,139739,228,228,0,0,77,114
225030460,7,0,0,140375,229,229,0,0,72,114
226030464,7,0,0,141011,230,230,0,0,78,114
227030848,7,0,0,141647,231,231,0,0,73,114
228030476,7,0,0,142283,232,232,0,0,77,114
229030484,7,0,0,142919,233,233,0,0,72,114
230030528,7,0,0,143555,234,234,0,0,75,114
231030496,7,0,0,144191,235,235,0,0,74,114
232030500,7,0,0,144827,236,236,0,0,81,114
233030512,7,0,0,145463,237,237,0,0,85,114
234030548,7,0,0,146099,238,238,0,0,80,114
235030520,7,0,0,146735,239,239,0,0,80,114
236030524,7,0,0,147371,240,240,0,0,81,114
237030540,7,0,0,148007,241,241,0,0,76,114
238030540,7,0,0,148643,242,242,0,0,83,114
239030544,7,0,0,149279,243,243,0,0,80,114
240030588,7,0,0,149915,244,244,0,0,82,114
241030956,7,0,0,150551,245,245,0,0,115,115
242030560,7,0,0,151187,246,246,0,0,82,115
243030604,7,0,0,151823,247,247,0,0,91,115
244030572,7,0,0,152459,249,248,0,0,77,115
245030580,7,0,0,153095,250,249,0,0,83,115
246030600,7,0,0,153731,251,251,0,0,81,115
247030616,7,0,0,154367,252,252,0,0,79,115
248030596,7,0,0,155003,253,253,0,0,76,115
249030604,7,0,0,155639,254,254,0,0,72,115
250030608,7,0,0,156275,255,255,0,0,74,115
251030640,7,0,0,156911,256,256,0,0,76,115
252030628,7,0,0,157547,257,257,0,0,72,115
253030628,7,0,0,158183,258,258,0,0,71,115
254030632,7,0,0,158819,259,259,0,0,72,115
255030640,7,0,0,159455,260,260,0,0,70,115
256030644,7,0,0,160091,261,261,0,0,76,115
257030688,7,0,0,160727,262,262,0,0,73,115
258030656,7,0,0,161363,263,263,0,0,77,115
259030660,7,0,0,161999,264,264,0,0,72,115
260030704,7,0,0,162635,265,265,0,0,74,115
261030676,7,0,0,163271,266,266,0,0,79,115
262031072,7,0,0,163907,267,267,0,0,77,115
263030696,7,0,0,164543,268,268,0,0,80,115
264031076,7,0,0,165179,269,269,0,0,83,115
265030696,7,0,0,165815,270,270,0,0,79,115
266030784,7,0,0,166451,271,271,0,0,78,115
267030708,7,0,0,167087,272,272,0,0,81,115
268030716,7,0,0,167723,273,273,0,0,84,115
269030752,7,0,0,168359,274,274,0,0,83,115
270030728,7,0,0,168995,275,275,0,0,85,115
271030768,7,0,0,169631,276,276,0,0,79,115
272030740,7,0,0,170267,277,277,0,0,79,115
273030744,7,0,0,170903,278,278,0,0,84,115
274030756,7,0,0,171539,280,279,0,0,78,115
275030776,7,0,0,172175,281,280,0,0,87,115
276030768,7,0,0,172811,282,281,0,0,84,115
277030792,7,0,0,173447,283,283,0,0,86,115
278030776,7,0,0,174083,284,284,0,0,84,115
279030780,7,0,0,174719,285,285,0,0,87,115
280030788,7,0,0,175355,286,286,0,0,85,115
281030792,7,0,0,175991,287,287,0,0,84,115
282030824,7,0,0,176627,288,288,0,0,90,115
283030804,7,0,0,177263,289,289,0,0,87,115
284030844,7,0,0,177899,290,290,0,0,82,115
285030816,7,0,0,178535,291,291,0,0,72,115
286030848,7,0,0,179171,292,292,0,0,76,115
287030868,7,0,0,179807,293,293,0,0,71,115
288030836,7,0,0,180443,294,294,0,0,82,115
289030840,7,0,0,181079,295,295,0,0,81,115
290030888,7,0,0,181715,296,296,0,0,74,115
291030856,7,0,0,182351,297,297,0,0,76,115
292030864,7,0,0,182987,298,298,0,0,72,115
293030864,7,0,0,183623,299,299,0,0,73,115
294030896,7,0,0,184259,300,300,0,0,75,115
295030880,7,0,0,184895,301,301,0,0,75,115
296030884,7,0,0,185531,302,302,0,0,74,115
297030888,7,0,0,186167,303,303,0,0,73,115
298030896,7,0,0,186803,304,304,0,0,72,115
299030900,7,0,0,187439,305,305,0,0,70,115
300030904,7,0,0,188075,306,306,0,0,76,115
301030912,7,0,0,188711,307,307,0,0,75,115
302030916,7,0,0,189347,308,308,0,0,78,115
303030936,7,0,0,189983,309,309,0,0,81,115
304030928,7,0,0,190619,311,310,0,0,106,115
305030936,7,0,0,191255,312,311,0,0,84,115
306030948,7,0,0,191891,313,313,0,0,79,115
307031004,7,0,0,192527,314,314,0,0,82,115
308030952,7,0,0,193163,315,315,0,0,82,115
309030968,7,0,0,193799,316,316,0,0,85,115
310030992,7,0,0,194435,317,317,0,0,86,115
311030972,7,0,0,195071,318,318,0,0,83,115
312030976,7,0,0,195707,319,319,0,0,87,115
313031000,7,0,0,196343,320,320,0,0,84,115
313665848,7,0,0,196753,320,320,0,0,84,115
